id	label	Sub-task A_preds	OAG_probs	NAG_probs	CAG_probs
40	NAG	NAG	0.0021094203	0.996652	0.0012386843
41	NAG	NAG	0.06164487	0.5789471	0.359408
42	CAG	CAG	0.2681835	0.14684503	0.5849714
43	NAG	NAG	0.0030750243	0.99451244	0.0024126398
44	CAG	OAG	0.6146961	0.0742891	0.31101486
45	NAG	NAG	0.012142076	0.95404196	0.033815943
46	NAG	NAG	0.0021155952	0.9967642	0.001120263
47	CAG	NAG	0.011975139	0.94912356	0.038901147
48	NAG	NAG	0.050706223	0.6289898	0.32030392
49	NAG	NAG	0.0022027942	0.9964681	0.0013292907
50	NAG	NAG	0.0021366917	0.9967238	0.0011397547
51	NAG	NAG	0.0021891566	0.9966791	0.0011317104
52	NAG	NAG	0.002191496	0.99668247	0.0011259037
53	NAG	NAG	0.0074237217	0.98048383	0.012092461
54	OAG	NAG	0.044331353	0.6799824	0.27568617
55	NAG	NAG	0.0022718993	0.9965451	0.0011832657
56	NAG	NAG	0.0021529694	0.9967599	0.0010871955
57	NAG	NAG	0.019857904	0.91379356	0.0663486
58	NAG	NAG	0.0061190072	0.9841634	0.009717544
59	NAG	NAG	0.007827617	0.97838455	0.013787699
60	CAG	CAG	0.30390483	0.12757492	0.56852025
61	NAG	NAG	0.0529786	0.6274202	0.31960118
62	OAG	NAG	0.09963087	0.4618785	0.43849063
63	NAG	NAG	0.0022926482	0.996365	0.0013421539
64	OAG	OAG	0.8724917	0.036284044	0.09122432
65	NAG	OAG	0.75997376	0.06717221	0.1728541
66	CAG	CAG	0.14803274	0.2877939	0.56417334
67	NAG	NAG	0.004721859	0.9887946	0.0064834487
68	NAG	NAG	0.0021432939	0.99667054	0.0011863492
69	NAG	NAG	0.0020686658	0.9968687	0.0010625931
70	NAG	NAG	0.0059515503	0.98466426	0.009384084
71	OAG	OAG	0.86869526	0.0411148	0.09019014
72	CAG	OAG	0.5174537	0.13856757	0.34397882
73	NAG	NAG	0.009373444	0.96774226	0.022884334
74	CAG	CAG	0.19762129	0.29153407	0.51084465
75	NAG	NAG	0.0021291247	0.9967547	0.001115996
76	NAG	NAG	0.0021321026	0.99679506	0.0010730055
77	NAG	NAG	0.0021158685	0.99670476	0.0011793266
78	NAG	NAG	0.0025329199	0.99546415	0.0020031284
79	NAG	NAG	0.0020589635	0.9968369	0.0011039972
80	NAG	NAG	0.009182525	0.96678686	0.024030613
81	NAG	NAG	0.002141073	0.99677414	0.0010848257
82	NAG	NAG	0.0021012526	0.9967784	0.0011201572
83	NAG	NAG	0.0020809316	0.9967746	0.0011441566
84	NAG	NAG	0.002132615	0.9967723	0.0010952272
85	NAG	CAG	0.16264835	0.29719812	0.54015344
86	NAG	NAG	0.0044262977	0.98979306	0.005780652
87	NAG	NAG	0.00208153	0.99685925	0.0010594148
88	NAG	NAG	0.019086517	0.8979182	0.08299517
89	NAG	NAG	0.0020966665	0.9968198	0.0010837793
90	NAG	NAG	0.005080458	0.9858708	0.0090487925
91	NAG	NAG	0.002175011	0.99638975	0.0014350733
92	CAG	OAG	0.5374643	0.09502219	0.36751354
93	NAG	NAG	0.0020872809	0.99684024	0.0010722873
94	NAG	NAG	0.004433313	0.98949224	0.00607458
95	NAG	NAG	0.002106187	0.9968131	0.0010807654
96	OAG	OAG	0.73783	0.060774192	0.20139585
97	NAG	NAG	0.0023607821	0.996308	0.0013311136
98	NAG	NAG	0.006939181	0.97930264	0.013758224
99	NAG	NAG	0.0021601852	0.99676037	0.0010796204
100	NAG	NAG	0.01905328	0.89263153	0.08831513
101	NAG	NAG	0.070226856	0.5603974	0.3693757
102	NAG	NAG	0.0424142	0.69845223	0.25913355
103	NAG	NAG	0.0060101217	0.9852105	0.008779328
104	NAG	NAG	0.0020916727	0.99674803	0.0011604854
105	NAG	NAG	0.0021200092	0.9967542	0.0011259627
106	NAG	NAG	0.04469396	0.7441496	0.21115641
107	NAG	NAG	0.002172395	0.9967309	0.0010968662
108	NAG	NAG	0.0021937375	0.99665487	0.001151616
109	NAG	NAG	0.0044551934	0.98976403	0.0057808864
110	NAG	NAG	0.0021211002	0.9967989	0.0010799906
111	NAG	NAG	0.0043191635	0.9904097	0.0052711423
112	NAG	NAG	0.0032935545	0.99367434	0.003032199
113	OAG	OAG	0.9063162	0.03408396	0.059599694
114	NAG	NAG	0.003665441	0.9927196	0.0036151255
115	OAG	OAG	0.88983995	0.03600558	0.07415447
116	NAG	NAG	0.0022130013	0.99649566	0.0012914287
117	NAG	NAG	0.010012443	0.9689234	0.02106411
118	NAG	OAG	0.7706731	0.058101855	0.17122506
119	NAG	NAG	0.002102752	0.9967594	0.0011378616
120	NAG	NAG	0.0039998223	0.99188375	0.004116384
121	NAG	NAG	0.008963826	0.9691609	0.021875141
122	NAG	NAG	0.0034518903	0.9934076	0.003140558
123	NAG	NAG	0.0057453047	0.9850867	0.009167886
124	NAG	NAG	0.0020577218	0.9968759	0.0010663705
125	NAG	NAG	0.0043504057	0.991002	0.004647439
126	OAG	CAG	0.29837275	0.18293151	0.5186957
127	NAG	NAG	0.0021094575	0.996835	0.0010555241
128	NAG	NAG	0.0035683378	0.9930737	0.003358101
129	NAG	CAG	0.154263	0.24633381	0.5994032
130	NAG	NAG	0.01077274	0.9615436	0.027683655
131	OAG	OAG	0.8941921	0.031073237	0.07473454
132	OAG	OAG	0.7665594	0.050935045	0.18250553
133	CAG	CAG	0.33903354	0.14694895	0.51401746
134	NAG	NAG	0.0021274777	0.9967737	0.0010989561
135	NAG	NAG	0.0022287015	0.9964491	0.0013221423
136	NAG	NAG	0.056471907	0.69509345	0.24843457
137	NAG	NAG	0.00352145	0.9929106	0.0035679685
138	NAG	NAG	0.0021929261	0.9966525	0.0011544474
139	NAG	NAG	0.0027380562	0.99531275	0.001949301
140	CAG	NAG	0.0044197426	0.9895106	0.00606964
141	NAG	NAG	0.002110525	0.996777	0.0011123939
142	NAG	NAG	0.0022011416	0.99658597	0.0012127176
143	OAG	NAG	0.007721824	0.97808903	0.014189144
144	NAG	NAG	0.023076996	0.86620855	0.11071448
145	NAG	NAG	0.0051453207	0.9865395	0.008315113
146	CAG	NAG	0.06575508	0.5128671	0.42137772
147	NAG	CAG	0.21199143	0.25841853	0.5295901
148	NAG	NAG	0.0021423323	0.99675375	0.001103694
149	NAG	NAG	0.0022754737	0.9961902	0.0015343849
150	NAG	NAG	0.0087459395	0.9693317	0.02192235
151	CAG	OAG	0.49113476	0.10220384	0.4066614
152	NAG	NAG	0.017649213	0.90675324	0.07559761
153	NAG	NAG	0.011512975	0.9536015	0.034885608
154	NAG	NAG	0.01660526	0.914137	0.069257654
155	NAG	NAG	0.054656573	0.7413216	0.20402177
156	NAG	NAG	0.0021422291	0.9966506	0.0012071375
157	NAG	NAG	0.0021829365	0.9967186	0.0010984144
158	NAG	NAG	0.0021636386	0.996739	0.001097494
159	NAG	NAG	0.0021968624	0.9966344	0.0011687956
160	NAG	NAG	0.002108306	0.99672234	0.0011692059
161	NAG	NAG	0.010257958	0.96443516	0.025307039
162	CAG	NAG	0.07963386	0.4689353	0.4514309
163	NAG	NAG	0.0028524604	0.9946774	0.0024698987
164	NAG	NAG	0.0021727409	0.99667436	0.0011529769
165	NAG	NAG	0.002106459	0.9967247	0.0011686931
166	OAG	NAG	0.022575775	0.9019094	0.07551467
167	OAG	OAG	0.8230577	0.042623125	0.13431925
168	OAG	CAG	0.33891478	0.16616885	0.49491638
169	NAG	NAG	0.0021813705	0.9967228	0.0010958677
170	OAG	OAG	0.80349576	0.050785396	0.1457188
171	NAG	NAG	0.0021264118	0.9967238	0.0011496386
172	OAG	CAG	0.17010841	0.2827086	0.5471831
173	NAG	NAG	0.0021157162	0.9968131	0.0010711988
174	CAG	CAG	0.19711709	0.33388007	0.4690028
175	NAG	NAG	0.0070213126	0.9798627	0.0131159695
176	CAG	CAG	0.31945682	0.20796399	0.47257924
177	NAG	NAG	0.0021113683	0.99672616	0.0011622543
178	NAG	NAG	0.020575915	0.9026733	0.07675081
179	NAG	NAG	0.0021580746	0.9966791	0.001162579
180	NAG	NAG	0.0093004415	0.9656912	0.02500834
181	NAG	NAG	0.0021246169	0.9967913	0.0010841814
182	NAG	NAG	0.0020852534	0.9968664	0.0010483252
183	NAG	NAG	0.0021816099	0.99663824	0.001180153
184	NAG	NAG	0.0028197821	0.994733	0.0024473518
185	NAG	NAG	0.011332916	0.9575575	0.031109693
186	NAG	NAG	0.0021211477	0.99681455	0.0010641431
187	NAG	NAG	0.0053071245	0.9862685	0.0084242895
188	NAG	NAG	0.0020776358	0.99679035	0.0011319219
189	OAG	OAG	0.85096514	0.04021967	0.108815186
190	NAG	NAG	0.015518198	0.92422146	0.060260285
191	NAG	NAG	0.003572175	0.9928727	0.0035551991
192	NAG	NAG	0.016715255	0.9155104	0.0677743
193	OAG	CAG	0.32821155	0.26567578	0.40611258
194	NAG	NAG	0.0021324318	0.996777	0.001090379
195	NAG	NAG	0.0021865754	0.99670523	0.001108167
196	NAG	NAG	0.002095707	0.99683166	0.0010724694
197	CAG	OAG	0.826792	0.04606857	0.12713943
198	NAG	NAG	0.002164076	0.9965698	0.0012662051
199	NAG	NAG	0.00214624	0.9967043	0.0011491607
200	CAG	CAG	0.10424219	0.37524605	0.52051175
201	NAG	NAG	0.017284308	0.91094875	0.07176691
202	NAG	NAG	0.0021536604	0.99668103	0.0011654231
203	NAG	NAG	0.06257434	0.62543195	0.31199375
204	NAG	NAG	0.0022425514	0.99640733	0.0013501351
205	NAG	NAG	0.0029885205	0.9943749	0.0026363994
206	OAG	OAG	0.91388834	0.027407493	0.058704104
207	NAG	NAG	0.0020577218	0.9968759	0.0010663705
208	NAG	NAG	0.0021147206	0.99674183	0.0011434094
209	NAG	NAG	0.0076865973	0.97810394	0.014209449
210	NAG	NAG	0.002124789	0.99664205	0.0012329611
211	CAG	OAG	0.5620784	0.11203111	0.32589042
212	NAG	NAG	0.009044117	0.9686003	0.02235552
213	NAG	NAG	0.0097393645	0.9646727	0.025587939
214	NAG	NAG	0.0021417981	0.99675137	0.0011067908
215	OAG	OAG	0.87203044	0.036827907	0.09114154
216	NAG	NAG	0.022875229	0.85877126	0.118353404
217	NAG	NAG	0.0021066861	0.9966454	0.0012478601
218	NAG	NAG	0.019235123	0.8916373	0.08912762
219	NAG	NAG	0.013789158	0.9467814	0.03942931
220	NAG	NAG	0.0021347038	0.9966972	0.0011679599
221	NAG	NAG	0.003056918	0.99422175	0.0027212435
222	NAG	CAG	0.09066281	0.4470456	0.4622916
223	NAG	NAG	0.0021029576	0.99682933	0.0010676903
224	NAG	NAG	0.009499382	0.96565205	0.024848681
225	NAG	NAG	0.0020898702	0.9968426	0.0010675259
226	NAG	NAG	0.030087402	0.7942807	0.17563188
227	NAG	NAG	0.0021683204	0.99673045	0.0011011377
228	NAG	NAG	0.0023145585	0.9961014	0.0015840596
229	NAG	NAG	0.010770546	0.95814395	0.031085605
230	CAG	NAG	0.0466835	0.6483052	0.30501127
231	NAG	NAG	0.06970162	0.57908297	0.3512153
232	NAG	NAG	0.0021088028	0.9967661	0.0011253261
233	NAG	NAG	0.0021696081	0.99666625	0.001164109
234	NAG	NAG	0.0021207524	0.99680936	0.001069939
235	CAG	CAG	0.10640902	0.33553582	0.5580552
236	CAG	NAG	0.020501053	0.88438666	0.0951122
237	NAG	NAG	0.0021284223	0.99677604	0.0010955709
238	NAG	NAG	0.0022170972	0.9966083	0.0011745278
239	NAG	NAG	0.0075350287	0.9783514	0.014113628
240	NAG	NAG	0.014117068	0.93220186	0.053681113
241	NAG	NAG	0.0044488753	0.9899035	0.0056475755
242	NAG	NAG	0.0022151559	0.99646956	0.0013155091
243	NAG	NAG	0.003712785	0.99257594	0.00371127
244	NAG	NAG	0.0021099886	0.9967661	0.0011240401
245	OAG	OAG	0.72125894	0.06263859	0.2161025
246	NAG	NAG	0.0022987027	0.9964667	0.0012348192
247	NAG	NAG	0.0024296301	0.996175	0.0013953052
248	NAG	NAG	0.0137059	0.9541582	0.03213585
249	NAG	NAG	0.0038449722	0.99238163	0.003773359
250	NAG	NAG	0.0021286872	0.9967038	0.0011676314
251	NAG	NAG	0.002094604	0.9968436	0.0010618911
252	NAG	NAG	0.005402792	0.9861905	0.008406553
253	NAG	NAG	0.0023484833	0.9959432	0.0017082077
254	NAG	NAG	0.003149532	0.9940426	0.0028080416
255	NAG	NAG	0.028914524	0.8150331	0.15605247
256	NAG	NAG	0.0021856916	0.9966729	0.0011411827
257	NAG	OAG	0.5932331	0.12864847	0.2781183
258	NAG	NAG	0.002099727	0.9966943	0.0012061566
259	OAG	OAG	0.9074815	0.033186805	0.059331723
260	NAG	NAG	0.002237529	0.99640065	0.0013619915
261	NAG	NAG	0.002294282	0.9964952	0.0012106423
262	NAG	NAG	0.007121701	0.97800833	0.01486984
263	NAG	NAG	0.07184286	0.5291163	0.3990409
264	NAG	NAG	0.0021094754	0.99684453	0.0010458468
265	NAG	NAG	0.0029103516	0.9948084	0.0022814656
266	NAG	NAG	0.005372208	0.98680365	0.0078242095
267	NAG	NAG	0.0021959501	0.99663347	0.0011705089
268	NAG	NAG	0.032289445	0.76945215	0.19825837
269	NAG	NAG	0.0021828522	0.99668384	0.0011334337
270	NAG	NAG	0.0021915848	0.9966848	0.0011235321
271	NAG	NAG	0.002124938	0.9967442	0.0011308893
272	OAG	OAG	0.78091323	0.052677065	0.16640958
273	NAG	NAG	0.0020750042	0.99682647	0.0010985464
274	NAG	NAG	0.035536084	0.7744124	0.19005151
275	NAG	NAG	0.002110357	0.9968407	0.0010487973
276	OAG	OAG	0.82952994	0.03609357	0.13437645
277	NAG	NAG	0.0021560423	0.9967428	0.0011012054
278	NAG	NAG	0.0020735473	0.99678177	0.0011446477
279	NAG	NAG	0.0021132298	0.9967271	0.0011599411
280	NAG	NAG	0.03272407	0.77933925	0.18793668
281	NAG	NAG	0.0028477907	0.99464947	0.0025026728
282	NAG	NAG	0.0020843835	0.9968393	0.0010763189
283	NAG	NAG	0.03845271	0.79389566	0.16765161
284	OAG	NAG	0.06090166	0.57500106	0.36409727
285	NAG	NAG	0.006906105	0.9818174	0.011276386
286	NAG	NAG	0.0070493007	0.97826934	0.014681507
287	NAG	NAG	0.0021729658	0.996682	0.0011450943
288	NAG	NAG	0.013443797	0.9405174	0.046038847
289	CAG	NAG	0.080775134	0.4875062	0.43171868
290	NAG	NAG	0.034527697	0.7641979	0.20127441
291	NAG	NAG	0.0021454482	0.99663585	0.0012185542
292	NAG	NAG	0.0021230895	0.9967894	0.0010877269
293	NAG	NAG	0.0021084477	0.9967043	0.001187039
294	NAG	NAG	0.0020921216	0.9968436	0.0010643314
295	NAG	NAG	0.0020881768	0.9967851	0.0011267179
296	NAG	NAG	0.0050616646	0.98783255	0.0071058157
297	NAG	NAG	0.002175041	0.9966644	0.0011605142
298	CAG	OAG	0.55005413	0.1065344	0.34341142
299	NAG	NAG	0.013579107	0.93808806	0.048332736
300	NAG	NAG	0.004011797	0.991535	0.004453044
301	OAG	OAG	0.7895775	0.05129409	0.15912852
302	NAG	NAG	0.0021069474	0.9968041	0.0010888348
303	NAG	NAG	0.02814707	0.8364955	0.1353575
304	NAG	NAG	0.024073008	0.8611884	0.11473856
305	NAG	NAG	0.0021208758	0.9968155	0.0010635887
306	NAG	NAG	0.0026254486	0.99546796	0.0019066695
307	OAG	OAG	0.8879083	0.0358424	0.07624933
308	NAG	NAG	0.0021473907	0.9966577	0.0011950462
309	OAG	CAG	0.25285625	0.36955947	0.37758434
310	NAG	NAG	0.0022327127	0.99659497	0.001172326
311	NAG	NAG	0.0021480524	0.99677086	0.001080887
312	NAG	NAG	0.0021384754	0.99667865	0.0011828742
313	NAG	NAG	0.0021075069	0.99680364	0.0010889366
314	NAG	NAG	0.002157055	0.9966815	0.0011614442
315	CAG	NAG	0.02885435	0.816734	0.15441175
316	NAG	NAG	0.0021708116	0.9967186	0.0011106989
317	OAG	OAG	0.6463477	0.069356315	0.284296
318	NAG	NAG	0.0022946792	0.99604106	0.0016642491
319	NAG	NAG	0.0021879908	0.9964729	0.0013389922
320	NAG	OAG	0.87915826	0.0322995	0.08854221
321	CAG	NAG	0.018631319	0.9076546	0.07371414
322	OAG	NAG	0.0065350966	0.9827943	0.0106705725
323	NAG	NAG	0.0021514178	0.99674803	0.0011007098
324	CAG	NAG	0.06324141	0.5998732	0.33688548
325	NAG	NAG	0.0021763025	0.9967143	0.0011092613
326	NAG	NAG	0.0021158836	0.9967984	0.0010855709
327	NAG	NAG	0.0022025462	0.9966216	0.0011760038
328	NAG	NAG	0.0021222758	0.9968212	0.0010563156
329	NAG	NAG	0.0020785008	0.996807	0.0011142838
330	NAG	NAG	0.0021552106	0.9967699	0.0010748239
331	CAG	CAG	0.15225177	0.2505791	0.5971691
332	NAG	NAG	0.0021133558	0.9966801	0.0012067208
333	NAG	NAG	0.0020898443	0.99678844	0.001121819
334	NAG	NAG	0.0021440615	0.9966064	0.001249314
335	NAG	NAG	0.035297483	0.7484427	0.2162598
336	OAG	CAG	0.44039258	0.11698952	0.442618
337	CAG	OAG	0.5083714	0.11983594	0.3717926
338	NAG	NAG	0.0037725442	0.9926107	0.0036167807
339	OAG	OAG	0.89182925	0.03168868	0.07648203
340	CAG	OAG	0.75637186	0.05885272	0.1847754
341	NAG	NAG	0.023557747	0.90666205	0.069780245
342	NAG	NAG	0.008735886	0.9717444	0.019519562
343	CAG	CAG	0.25314268	0.20741238	0.5394449
344	NAG	NAG	0.003573054	0.9925139	0.003913036
345	NAG	NAG	0.015726065	0.9341816	0.05009235
346	NAG	NAG	0.0021039394	0.9967908	0.0011052308
347	NAG	NAG	0.0021862097	0.99671143	0.0011025226
348	CAG	CAG	0.42142972	0.12120662	0.45736358
349	NAG	NAG	0.0020936753	0.99682933	0.0010769832
350	NAG	NAG	0.013442098	0.9417792	0.04477863
351	NAG	NAG	0.0027134668	0.99527	0.0020167888
352	NAG	NAG	0.0077956053	0.97573566	0.016468732
353	NAG	NAG	0.002143125	0.9967875	0.0010695655
354	NAG	NAG	0.030355612	0.805327	0.16431747
355	NAG	NAG	0.0020757872	0.9967846	0.0011396367
356	NAG	NAG	0.0022965355	0.9964429	0.0012606216
357	CAG	CAG	0.28376323	0.17231137	0.54392534
358	NAG	NAG	0.0021864492	0.99669576	0.0011178826
359	NAG	NAG	0.0021032745	0.9967989	0.0010977704
360	NAG	NAG	0.02935087	0.806605	0.16404417
361	NAG	NAG	0.0021743567	0.9967257	0.0011001158
362	CAG	CAG	0.11255511	0.35982	0.5276249
363	NAG	NAG	0.010040718	0.9654875	0.024471873
364	NAG	NAG	0.0021461316	0.99661875	0.0012352125
365	NAG	NAG	0.011605757	0.9523711	0.03602305
366	NAG	NAG	0.019338308	0.9046617	0.07599994
367	NAG	NAG	0.0021216352	0.9967618	0.001116671
368	OAG	OAG	0.7431241	0.06586991	0.19100602
369	NAG	NAG	0.0021042775	0.99682266	0.001073289
370	CAG	CAG	0.17737065	0.22594184	0.5966875
371	NAG	NAG	0.0021321971	0.996557	0.0013109504
372	CAG	OAG	0.87295103	0.03658445	0.09046451
373	NAG	NAG	0.0021682554	0.9967186	0.0011133522
374	NAG	NAG	0.0022147186	0.9966473	0.0011378818
375	NAG	NAG	0.002135786	0.9967276	0.0011364876
376	NAG	NAG	0.0021826453	0.9966715	0.0011456558
377	NAG	NAG	0.0021033315	0.9967946	0.0011021247
378	NAG	NAG	0.0020768414	0.99686116	0.0010618941
379	NAG	NAG	0.0027173718	0.9953118	0.0019709636
380	CAG	NAG	0.06433332	0.6038195	0.33184716
381	NAG	CAG	0.19986694	0.22116405	0.57896906
382	NAG	NAG	0.0022784802	0.99646145	0.0012602333
383	NAG	NAG	0.0022530844	0.99657696	0.0011700212
384	NAG	NAG	0.0021063176	0.99677986	0.0011139417
385	NAG	NAG	0.0021762808	0.9965722	0.0012516037
386	NAG	NAG	0.0021293655	0.9965969	0.001273589
387	NAG	NAG	0.0021200485	0.9967124	0.0011677216
388	NAG	NAG	0.14252846	0.58540213	0.2720693
389	NAG	NAG	0.002821536	0.9950057	0.0021729015
390	CAG	NAG	0.04450348	0.800101	0.15539554
391	NAG	NAG	0.0021011112	0.99671763	0.0011811404
392	NAG	NAG	0.03638803	0.73537195	0.22824012
393	CAG	OAG	0.8034702	0.04953367	0.14699616
394	NAG	NAG	0.0020930115	0.9968407	0.0010665607
395	NAG	NAG	0.029764252	0.83777195	0.13246378
396	OAG	OAG	0.6856637	0.07914045	0.23519586
397	OAG	OAG	0.852933	0.042357273	0.10470974
398	NAG	NAG	0.0025908567	0.99528426	0.0021245622
399	NAG	NAG	0.0021326873	0.99673426	0.0011329916
400	OAG	OAG	0.6032712	0.0823119	0.31441686
401	OAG	OAG	0.90061	0.033892047	0.06549803
402	OAG	OAG	0.5146342	0.15042531	0.33494046
403	CAG	NAG	0.043111276	0.6977091	0.25917968
404	NAG	NAG	0.0020746232	0.99685067	0.0010747546
405	NAG	NAG	0.0020508384	0.9968797	0.001069642
406	NAG	NAG	0.008755816	0.97551775	0.015726477
407	NAG	NAG	0.0021882548	0.99668294	0.0011289739
408	NAG	NAG	0.01793622	0.9048431	0.0772206
409	CAG	OAG	0.83541137	0.03955661	0.12503201
410	NAG	NAG	0.0054922714	0.98572266	0.008784948
411	OAG	OAG	0.85308355	0.037838206	0.109078206
412	NAG	NAG	0.032567844	0.8367146	0.13071752
413	CAG	CAG	0.092878714	0.39985847	0.5072628
414	NAG	NAG	0.005781802	0.9847279	0.009490355
415	NAG	NAG	0.039142378	0.7180502	0.2428075
416	NAG	NAG	0.051003132	0.62004524	0.32895157
417	NAG	CAG	0.29306722	0.15679955	0.5501333
418	NAG	NAG	0.002133093	0.9967466	0.0011202032
419	NAG	NAG	0.0021631662	0.9964534	0.0013836825
420	NAG	NAG	0.005001583	0.9861035	0.00889482
421	NAG	NAG	0.0020993997	0.9967699	0.0011306403
422	NAG	NAG	0.0093299225	0.96552867	0.025141565
423	NAG	NAG	0.002075132	0.9968193	0.0011056493
424	NAG	NAG	0.0109442435	0.9531094	0.03594624
425	NAG	NAG	0.0024816378	0.9960553	0.0014632492
426	NAG	CAG	0.15438409	0.33519465	0.5104213
427	NAG	NAG	0.038228482	0.74240124	0.21937022
428	NAG	NAG	0.0021274341	0.99674326	0.0011292286
429	NAG	NAG	0.0037786835	0.99225605	0.0039654397
430	NAG	NAG	0.0021449614	0.99664205	0.0012131745
431	OAG	OAG	0.67571646	0.07189726	0.25238627
432	OAG	OAG	0.6163211	0.09002004	0.29365885
433	NAG	NAG	0.002123358	0.9965879	0.0012886846
434	NAG	NAG	0.002203478	0.9964923	0.0013042862
435	NAG	NAG	0.012178096	0.9463533	0.041468713
436	NAG	NAG	0.0021002458	0.9967998	0.0010998694
437	NAG	NAG	0.0021174047	0.99665916	0.0012236269
438	CAG	NAG	0.04767898	0.6483787	0.3039423
439	NAG	NAG	0.0021756012	0.9967233	0.0011009376
440	CAG	NAG	0.024956716	0.85228217	0.12276118
441	NAG	NAG	0.0021192217	0.9967399	0.0011409607
442	NAG	NAG	0.008506057	0.9759839	0.015509882
443	OAG	OAG	0.803892	0.04821195	0.1478961
444	CAG	OAG	0.6830575	0.06906352	0.24787898
445	CAG	CAG	0.13232923	0.33127373	0.53639704
446	NAG	NAG	0.05897609	0.5625427	0.3784812
447	NAG	NAG	0.038630232	0.7194587	0.24191102
448	NAG	NAG	0.0038558764	0.9921659	0.00397833
449	NAG	NAG	0.018961044	0.9061916	0.074847415
450	NAG	NAG	0.028078876	0.8076183	0.16430286
451	NAG	NAG	0.0021324076	0.9967936	0.0010738879
452	CAG	CAG	0.37792873	0.14760773	0.4744635
453	CAG	NAG	0.0061728302	0.98452085	0.009306285
454	NAG	NAG	0.0021154732	0.996807	0.0010774209
455	NAG	NAG	0.019570919	0.89272773	0.087701425
456	NAG	NAG	0.0021065897	0.9968041	0.0010893157
457	NAG	NAG	0.0021182266	0.9966482	0.0012334562
458	NAG	NAG	0.010662354	0.9610342	0.02830349
459	NAG	NAG	0.007490539	0.9776419	0.014867621
460	NAG	NAG	0.0023987447	0.9958117	0.0017895973
461	NAG	NAG	0.00209114	0.9967846	0.0011244126
462	NAG	NAG	0.0021056908	0.99682504	0.0010692178
463	NAG	NAG	0.07310974	0.48072246	0.4461679
464	NAG	NAG	0.004886241	0.9884555	0.0066583934
465	NAG	NAG	0.0020724777	0.9968355	0.0010922211
466	NAG	NAG	0.006683287	0.9835768	0.009740015
467	NAG	NAG	0.0021891962	0.99648714	0.001323934
468	NAG	NAG	0.0021282549	0.996749	0.0011230018
469	NAG	NAG	0.023346672	0.8578101	0.118843116
470	NAG	NAG	0.0023034152	0.9960515	0.0016450325
471	NAG	NAG	0.024399126	0.8508507	0.124750055
472	NAG	NAG	0.0021664416	0.99674326	0.0010901035
473	NAG	NAG	0.027861321	0.82663345	0.14550535
474	NAG	NAG	0.002286508	0.9961227	0.0015905809
475	NAG	NAG	0.002614102	0.9953977	0.0019879835
476	CAG	NAG	0.03631774	0.7705947	0.19308755
477	NAG	NAG	0.00864621	0.9701941	0.02115964
478	NAG	NAG	0.03824248	0.77105445	0.19070311
479	NAG	NAG	0.0021532867	0.99671143	0.0011353772
480	NAG	NAG	0.030387314	0.8021756	0.1674371
481	CAG	NAG	0.014799104	0.94220275	0.042998206
