id	label	Sub-task C_preds	OAG-GEN_probs	OAG-NGEN_probs	NAG-GEN_probs	NAG-NGEN_probs	CAG-GEN_probs	CAG-NGEN_probs
67	OAG-NGEN	OAG-NGEN	0.3453267	0.3836709	0.03540979	0.021733895	0.113892704	0.099965885
68	NAG-NGEN	NAG-NGEN	0.034551445	0.061181452	0.077622905	0.4088331	0.07667354	0.34113744
69	OAG-GEN	OAG-GEN	0.61184245	0.0718437	0.07440182	0.03893625	0.15826316	0.044712722
70	NAG-NGEN	NAG-NGEN	0.0011775425	0.0036904851	0.009302007	0.9598883	0.0036145963	0.022327049
71	NAG-NGEN	NAG-NGEN	0.00068889925	0.0013839286	0.0029421456	0.9878601	0.00121698	0.005907922
72	NAG-NGEN	NAG-NGEN	0.0074601127	0.01760794	0.053918075	0.67426723	0.032044303	0.21470237
73	NAG-NGEN	NAG-NGEN	0.0007225488	0.0013820808	0.002917328	0.98815364	0.0011986074	0.0056261076
74	NAG-GEN	NAG-NGEN	0.115084805	0.086933576	0.119894356	0.27393693	0.1428906	0.2612597
75	NAG-NGEN	NAG-NGEN	0.0007003991	0.0017921267	0.0037583848	0.98310786	0.0014566046	0.009184465
76	NAG-NGEN	NAG-NGEN	0.005428942	0.033190016	0.037503943	0.5866875	0.0210657	0.31612387
77	NAG-NGEN	NAG-NGEN	0.0017593722	0.0068522864	0.012700127	0.94138384	0.005087316	0.032216925
78	NAG-NGEN	NAG-NGEN	0.0007246601	0.0015130301	0.0030284394	0.9875361	0.0012514527	0.0059462655
79	CAG-NGEN	CAG-NGEN	0.0049010445	0.03554477	0.03606277	0.3171281	0.0322215	0.5741419
80	OAG-NGEN	CAG-NGEN	0.00844837	0.062174648	0.021214811	0.088643916	0.04182368	0.7776945
81	OAG-NGEN	CAG-NGEN	0.010729446	0.31292614	0.013425795	0.10443982	0.018042793	0.5404361
82	NAG-NGEN	NAG-NGEN	0.0011008846	0.003871913	0.006551146	0.96710175	0.0025742836	0.01880027
83	NAG-GEN	NAG-NGEN	0.010130418	0.020879947	0.06367224	0.64117503	0.040108845	0.22403349
84	OAG-GEN	OAG-GEN	0.2766912	0.26269415	0.08451432	0.12314981	0.119461335	0.13348922
85	CAG-NGEN	OAG-GEN	0.7431851	0.034209765	0.037663467	0.010684426	0.15409343	0.020163974
86	NAG-NGEN	NAG-NGEN	0.0008485331	0.0022384478	0.0046193907	0.9797174	0.0018834831	0.0106927445
87	NAG-NGEN	NAG-NGEN	0.005884213	0.017520828	0.045178395	0.70851386	0.027269611	0.19563293
88	OAG-NGEN	OAG-GEN	0.47010234	0.26486784	0.04935955	0.057941206	0.09076095	0.06696804
89	NAG-NGEN	NAG-NGEN	0.000675149	0.0013518996	0.0028769032	0.98810977	0.0011738004	0.0058126044
90	OAG-NGEN	CAG-NGEN	0.0043110196	0.06493137	0.019451808	0.30856612	0.019638665	0.58310103
91	OAG-GEN	OAG-NGEN	0.3593991	0.45613146	0.024505569	0.029403372	0.05453185	0.07602855
92	CAG-NGEN	OAG-GEN	0.54185027	0.14664839	0.04343405	0.022344088	0.15403707	0.091686055
93	CAG-NGEN	CAG-NGEN	0.0068030055	0.085126	0.014365228	0.08330421	0.022712385	0.78768915
94	NAG-NGEN	NAG-NGEN	0.0015337814	0.005035725	0.010883044	0.95338255	0.0041512474	0.025013736
95	NAG-NGEN	NAG-NGEN	0.00067595433	0.001362285	0.0029242192	0.9879284	0.0012031769	0.00590597
96	NAG-NGEN	NAG-NGEN	0.0014582648	0.0054399343	0.012441439	0.94112444	0.0046796366	0.03485612
97	NAG-GEN	NAG-NGEN	0.0103859855	0.01925146	0.05725533	0.7489697	0.031293392	0.13284422
98	NAG-NGEN	NAG-NGEN	0.0006793744	0.0015709441	0.0033897508	0.9853982	0.0013202599	0.0076417816
99	NAG-NGEN	NAG-NGEN	0.00078817824	0.0018399822	0.0043998696	0.9809599	0.0017848879	0.010227379
100	CAG-NGEN	CAG-NGEN	0.12668368	0.16713218	0.06995357	0.0741732	0.16351455	0.39854273
101	NAG-NGEN	NAG-NGEN	0.001315329	0.0034933847	0.010143924	0.9605192	0.0039307196	0.020597603
102	NAG-NGEN	NAG-NGEN	0.0006787941	0.0013443533	0.0029160304	0.9882625	0.00120285	0.0055955993
103	CAG-NGEN	CAG-NGEN	0.016037144	0.13754499	0.02280315	0.09813145	0.044922356	0.6805608
104	NAG-NGEN	NAG-NGEN	0.00072328956	0.0015813268	0.0033744238	0.9855453	0.0013839246	0.007391617
105	NAG-NGEN	CAG-NGEN	0.052542776	0.1201177	0.041796666	0.062109504	0.13292612	0.5905072
106	NAG-NGEN	NAG-NGEN	0.000978112	0.0026466828	0.004827118	0.97817975	0.0019003558	0.011468183
107	NAG-NGEN	NAG-NGEN	0.008790538	0.03042932	0.055801284	0.53400767	0.043950804	0.32702038
108	NAG-NGEN	NAG-NGEN	0.0028497183	0.009508237	0.010546257	0.9460246	0.004640632	0.026430644
109	CAG-GEN	CAG-NGEN	0.008724001	0.22235267	0.008996134	0.042962678	0.022233864	0.69473064
110	CAG-NGEN	OAG-NGEN	0.15201941	0.62537223	0.012445687	0.008400727	0.059053335	0.14270867
111	OAG-GEN	OAG-GEN	0.9352352	0.022643367	0.008904236	0.0015724475	0.029997446	0.001647144
112	NAG-NGEN	NAG-NGEN	0.00077022746	0.0018974176	0.0040391474	0.9821618	0.0015928868	0.009538686
113	OAG-GEN	OAG-GEN	0.64178485	0.29211557	0.012072469	0.009035293	0.031542055	0.013449952
114	NAG-NGEN	NAG-NGEN	0.0007710635	0.0020804713	0.0040464886	0.98247147	0.0016067446	0.009023875
115	CAG-NGEN	OAG-GEN	0.5741976	0.05441125	0.05172169	0.011405152	0.24924555	0.05901857
116	CAG-NGEN	CAG-NGEN	0.0071142814	0.10271923	0.019148221	0.15881121	0.02601136	0.68619573
117	NAG-NGEN	NAG-NGEN	0.0007223948	0.0018690147	0.004399043	0.98052734	0.0017503768	0.0107317995
118	NAG-NGEN	NAG-NGEN	0.0008922112	0.0023795338	0.0067398394	0.97094524	0.0025710328	0.016471952
119	OAG-GEN	OAG-GEN	0.90537745	0.017809117	0.017811352	0.0032175325	0.05289238	0.0028921114
120	OAG-NGEN	OAG-NGEN	0.014542346	0.4966981	0.012239905	0.042109482	0.024344135	0.41006604
121	NAG-NGEN	NAG-NGEN	0.00066393043	0.0014153039	0.0032975003	0.98635626	0.0012936043	0.0069734724
122	NAG-NGEN	NAG-NGEN	0.0010651042	0.0031811178	0.005791984	0.97234446	0.0022253364	0.015391855
123	NAG-NGEN	NAG-NGEN	0.001848226	0.006287043	0.0077173514	0.9641774	0.0030895087	0.016880456
124	CAG-NGEN	CAG-NGEN	0.006949963	0.07297098	0.028828494	0.19679134	0.032893132	0.661566
125	OAG-NGEN	OAG-NGEN	0.2965446	0.5838535	0.017180929	0.014797954	0.043719042	0.043904107
126	CAG-NGEN	CAG-NGEN	0.010984166	0.2921773	0.0085933115	0.04551959	0.021597821	0.6211278
127	NAG-NGEN	NAG-NGEN	0.0018325327	0.0064940583	0.015630096	0.93056196	0.0062003653	0.039281067
128	CAG-NGEN	CAG-NGEN	0.0069768084	0.14758402	0.018784551	0.19111492	0.021369077	0.6141706
129	OAG-NGEN	OAG-NGEN	0.059978615	0.7902146	0.009130824	0.020295773	0.020207366	0.10017291
130	NAG-GEN	OAG-NGEN	0.1465808	0.28522608	0.07268171	0.19601004	0.086084865	0.2134164
131	NAG-NGEN	OAG-GEN	0.4553468	0.22230937	0.05335172	0.126919	0.07840944	0.06366372
132	CAG-GEN	OAG-GEN	0.24349771	0.11168894	0.078950875	0.14397617	0.19626327	0.22562297
133	NAG-NGEN	NAG-NGEN	0.0010311226	0.003362448	0.007215445	0.9673494	0.0027091058	0.01833228
134	CAG-NGEN	CAG-NGEN	0.019264959	0.14534856	0.044075258	0.2873978	0.040973533	0.46294
135	CAG-NGEN	CAG-NGEN	0.010151531	0.1208287	0.01734319	0.051385142	0.044469584	0.75582194
136	NAG-NGEN	NAG-NGEN	0.021573534	0.04081564	0.0788212	0.6081569	0.046210963	0.20442186
137	NAG-NGEN	NAG-NGEN	0.0033794558	0.036032517	0.021765549	0.6537639	0.013313282	0.2717453
138	OAG-GEN	OAG-GEN	0.93603224	0.009100147	0.011888103	0.0013826272	0.040325046	0.0012719734
139	OAG-NGEN	OAG-NGEN	0.052491028	0.5277436	0.026028655	0.12511802	0.0279454	0.2406734
140	NAG-NGEN	NAG-NGEN	0.0037850365	0.032984518	0.025717692	0.4873799	0.017725743	0.4324071
141	NAG-NGEN	NAG-NGEN	0.0020404714	0.0038461036	0.0106595475	0.9609659	0.004134066	0.018353896
142	CAG-NGEN	NAG-NGEN	0.0017331614	0.0062692487	0.019998664	0.90724546	0.0074869613	0.05726627
143	OAG-NGEN	OAG-GEN	0.76723075	0.13911863	0.01701346	0.008461149	0.054268327	0.013907604
144	CAG-NGEN	CAG-NGEN	0.006005458	0.09479717	0.011673381	0.06672095	0.02346953	0.7973336
145	OAG-GEN	OAG-GEN	0.94347304	0.0073042554	0.010940387	0.0013649926	0.035802256	0.0011151992
146	NAG-NGEN	NAG-NGEN	0.0011404185	0.0029366934	0.008062709	0.9686552	0.00322228	0.015982438
147	NAG-NGEN	NAG-NGEN	0.0010973957	0.004498828	0.008684931	0.9530812	0.003602627	0.029034765
148	NAG-NGEN	NAG-NGEN	0.0007238993	0.0018629216	0.0038920098	0.98279804	0.0015363403	0.009186681
149	CAG-NGEN	NAG-NGEN	0.008747157	0.036402322	0.05455111	0.54814845	0.02990184	0.32224917
150	NAG-NGEN	NAG-NGEN	0.0021977182	0.0058612307	0.016377006	0.9403031	0.006341059	0.028919749
151	NAG-NGEN	NAG-NGEN	0.0031191492	0.011329112	0.032994602	0.6568629	0.022573574	0.27312067
152	CAG-NGEN	NAG-NGEN	0.016584171	0.11205478	0.050140087	0.5105237	0.03547934	0.275218
153	NAG-NGEN	NAG-NGEN	0.00074896496	0.001979391	0.0041013113	0.9822134	0.0016021756	0.009354646
154	CAG-NGEN	CAG-NGEN	0.006071701	0.05883642	0.015497381	0.068918675	0.029805453	0.82087034
155	NAG-GEN	OAG-GEN	0.7689455	0.03793292	0.043793697	0.017889941	0.11491958	0.016518231
156	NAG-NGEN	CAG-NGEN	0.009215282	0.21836647	0.016886052	0.15119636	0.019194324	0.58514154
157	NAG-NGEN	NAG-NGEN	0.00071054156	0.0018113938	0.0045952355	0.97990197	0.0017490769	0.011231808
158	OAG-GEN	OAG-GEN	0.9318978	0.017688306	0.010987004	0.0016568362	0.036196604	0.0015733287
159	NAG-NGEN	NAG-NGEN	0.00074750144	0.0016066267	0.0031294033	0.9869189	0.0012763758	0.0063209836
160	NAG-NGEN	OAG-GEN	0.8969462	0.040783685	0.013631682	0.003561518	0.04235925	0.0027176724
161	NAG-NGEN	CAG-NGEN	0.0052239457	0.0231078	0.04043045	0.3731945	0.036233578	0.5218097
162	NAG-NGEN	OAG-GEN	0.26248217	0.20582809	0.08557643	0.18972315	0.111946896	0.14444333
163	NAG-NGEN	NAG-NGEN	0.0026445596	0.020049613	0.02864612	0.7230922	0.014360468	0.21120697
164	NAG-NGEN	NAG-NGEN	0.02038063	0.13241573	0.039869368	0.5468756	0.025377471	0.23508127
165	NAG-NGEN	NAG-NGEN	0.000676407	0.0012512326	0.002777228	0.9887729	0.0011253766	0.005396738
166	NAG-NGEN	NAG-NGEN	0.000699908	0.0015748239	0.0036789696	0.98478377	0.0014550717	0.0078076175
167	OAG-GEN	OAG-GEN	0.9370225	0.01051555	0.011889549	0.0015130013	0.037726965	0.0013322998
168	CAG-NGEN	CAG-NGEN	0.0071416115	0.048689976	0.032703854	0.18907806	0.04145362	0.68093294
169	NAG-NGEN	NAG-NGEN	0.00076562393	0.001757918	0.003933153	0.9838146	0.0015801736	0.0081482995
170	CAG-GEN	CAG-NGEN	0.16089445	0.12667753	0.0834096	0.05291295	0.23335166	0.34275377
171	NAG-NGEN	NAG-NGEN	0.0008836594	0.0024240653	0.007006637	0.9696072	0.0026684268	0.017410163
172	CAG-NGEN	CAG-NGEN	0.0114078615	0.29522252	0.008335347	0.031168835	0.023918655	0.6299468
173	CAG-NGEN	CAG-NGEN	0.10027867	0.25813684	0.042023588	0.042756498	0.11262237	0.4441822
174	NAG-GEN	NAG-NGEN	0.09324986	0.1225945	0.103686	0.3810976	0.091671675	0.20770028
175	NAG-NGEN	NAG-NGEN	0.00069930754	0.0013364649	0.002829848	0.98832136	0.0011783727	0.00563489
176	OAG-GEN	OAG-GEN	0.9451413	0.009087116	0.010057878	0.0013284301	0.033154555	0.0012307924
177	NAG-NGEN	NAG-NGEN	0.0010261652	0.0029571925	0.0062633776	0.9723825	0.0024015086	0.014969582
178	NAG-NGEN	NAG-NGEN	0.0006763067	0.0014854135	0.0031461804	0.98661876	0.0012785114	0.0067950785
179	CAG-NGEN	CAG-NGEN	0.0055830944	0.088337705	0.028822012	0.26217872	0.024015544	0.59106284
180	NAG-NGEN	NAG-NGEN	0.0019549306	0.010939949	0.012433539	0.9234241	0.005182185	0.04606511
181	CAG-NGEN	CAG-NGEN	0.006983502	0.07385368	0.03179218	0.35352653	0.024421265	0.5094227
182	OAG-GEN	OAG-GEN	0.93340343	0.014204172	0.010062809	0.0011834237	0.039697327	0.0014487688
183	NAG-NGEN	NAG-NGEN	0.0007902895	0.0019778654	0.004691073	0.9804642	0.0018156604	0.01026085
184	NAG-NGEN	NAG-NGEN	0.0006533071	0.001350638	0.0029695693	0.9878912	0.0011936043	0.0059418324
185	CAG-NGEN	CAG-NGEN	0.004865066	0.066346176	0.016442366	0.110941485	0.022498513	0.77890646
186	CAG-NGEN	CAG-NGEN	0.0037107	0.04889912	0.019394472	0.27967685	0.01682711	0.63149184
187	NAG-NGEN	NAG-NGEN	0.0006335697	0.001528185	0.003616898	0.9841458	0.0014071058	0.008668473
188	NAG-NGEN	CAG-NGEN	0.009946091	0.056964915	0.0344608	0.2207599	0.032714818	0.6451535
189	CAG-NGEN	NAG-NGEN	0.0007283634	0.0015291697	0.0031986237	0.9867726	0.001297226	0.006473906
190	NAG-NGEN	NAG-NGEN	0.0006929767	0.0013264907	0.0028065275	0.9884387	0.0011652798	0.0055698627
191	OAG-GEN	OAG-GEN	0.93688536	0.02351584	0.009437245	0.0016896054	0.026952624	0.001519346
192	CAG-NGEN	CAG-NGEN	0.09615434	0.2200331	0.06398059	0.18354522	0.0932072	0.34307963
193	NAG-GEN	NAG-NGEN	0.0026268049	0.011447744	0.0297178	0.84757155	0.012273885	0.09636217
194	OAG-GEN	OAG-GEN	0.9357058	0.009903163	0.012113642	0.0014564913	0.039498042	0.0013227654
195	NAG-NGEN	NAG-NGEN	0.0013725376	0.003579908	0.0064228456	0.97206676	0.002578575	0.01397953
196	OAG-NGEN	OAG-NGEN	0.017833695	0.55834955	0.016165553	0.110593304	0.01898729	0.27807072
197	NAG-NGEN	NAG-NGEN	0.0012317658	0.0034029856	0.012410444	0.9515173	0.0047518774	0.026685407
198	OAG-GEN	OAG-NGEN	0.20878866	0.55949897	0.015551747	0.01840041	0.05726811	0.14049202
199	CAG-NGEN	NAG-NGEN	0.028298287	0.106071986	0.060129844	0.4023726	0.050536968	0.35259038
200	NAG-NGEN	NAG-NGEN	0.00086342456	0.0019667265	0.004013714	0.9834431	0.001603592	0.008109283
201	NAG-NGEN	NAG-NGEN	0.00071353413	0.0018638538	0.0038582913	0.9826312	0.001550376	0.009382553
202	OAG-NGEN	CAG-NGEN	0.010355198	0.21573427	0.008983124	0.03461226	0.025817111	0.7044982
203	CAG-NGEN	NAG-NGEN	0.0012469775	0.0034938012	0.011783328	0.95601016	0.004582898	0.0228831
204	NAG-NGEN	NAG-NGEN	0.0006948442	0.0013846527	0.002896612	0.9880189	0.0011987903	0.005806128
205	NAG-NGEN	CAG-NGEN	0.005782345	0.07868334	0.018746486	0.14531507	0.022064552	0.7294081
206	NAG-NGEN	NAG-NGEN	0.0007400091	0.0015620798	0.0036885429	0.9853794	0.001457988	0.007171861
207	NAG-GEN	NAG-NGEN	0.0021197018	0.010921992	0.022905447	0.8774221	0.009076896	0.07755376
208	OAG-GEN	OAG-GEN	0.5063127	0.1515511	0.036423765	0.022001615	0.16951382	0.114197046
209	NAG-NGEN	NAG-NGEN	0.012155563	0.07731547	0.037328035	0.5360109	0.030761281	0.3064288
210	CAG-GEN	OAG-GEN	0.9423683	0.010318806	0.010218361	0.0012594477	0.034687947	0.0011473423
211	NAG-NGEN	NAG-NGEN	0.00070111186	0.0016309891	0.003724948	0.9840689	0.0014584616	0.008415384
212	NAG-NGEN	NAG-NGEN	0.0012902746	0.004727602	0.008042048	0.9616392	0.0030167461	0.021284178
213	CAG-NGEN	CAG-NGEN	0.004453422	0.075719364	0.015644219	0.106876574	0.020619739	0.7766867
214	OAG-GEN	OAG-GEN	0.91290575	0.03712056	0.008710422	0.0015099584	0.036823317	0.0029301639
215	NAG-NGEN	NAG-NGEN	0.0012500195	0.0040812506	0.012066092	0.94865006	0.0045765676	0.029376088
216	CAG-NGEN	CAG-NGEN	0.0068859644	0.09913898	0.014768262	0.090632245	0.024043972	0.76453066
217	CAG-NGEN	CAG-NGEN	0.04853395	0.3585257	0.016773732	0.0441421	0.043556552	0.48846793
218	OAG-NGEN	OAG-NGEN	0.049349487	0.6237543	0.012039868	0.051984172	0.025300687	0.23757163
219	NAG-NGEN	NAG-NGEN	0.03273345	0.04015413	0.08864554	0.61637855	0.05760428	0.1644841
220	NAG-NGEN	NAG-NGEN	0.0007146374	0.0017473538	0.0037382809	0.9834872	0.0014551425	0.008857219
221	OAG-GEN	OAG-GEN	0.94320405	0.007722417	0.010790116	0.0012908247	0.035716064	0.0012768604
222	OAG-GEN	OAG-GEN	0.9304302	0.007160062	0.01294059	0.0013648117	0.04665633	0.0014479442
223	NAG-NGEN	NAG-NGEN	0.00072134595	0.001425218	0.0028728798	0.988065	0.0011862338	0.0057291915
224	NAG-GEN	NAG-NGEN	0.031983353	0.1453521	0.058357567	0.37123236	0.04820148	0.3448731
225	NAG-NGEN	NAG-NGEN	0.0009445456	0.0025923236	0.005577932	0.9751317	0.002192974	0.013560671
226	NAG-NGEN	NAG-NGEN	0.0006434746	0.001308108	0.0028700016	0.98814183	0.0011671649	0.0058696265
227	OAG-GEN	OAG-GEN	0.8685682	0.09522317	0.008883697	0.0026496046	0.021591106	0.003084157
228	CAG-NGEN	CAG-NGEN	0.013546473	0.1540068	0.01577607	0.037582792	0.04683715	0.73225063
229	OAG-GEN	OAG-GEN	0.7798688	0.12605706	0.019220186	0.008594655	0.055846892	0.010412435
230	OAG-GEN	OAG-GEN	0.92942715	0.016634915	0.0102590155	0.0015525739	0.04039659	0.0017298299
231	NAG-GEN	OAG-NGEN	0.06875156	0.32339308	0.06051714	0.23333222	0.048160642	0.26584518
232	NAG-NGEN	NAG-NGEN	0.0016283975	0.0051339245	0.017381024	0.91059935	0.0074648666	0.057792634
233	NAG-NGEN	NAG-NGEN	0.00072863296	0.0015000836	0.0028142023	0.98808295	0.0011541387	0.0057198913
234	NAG-NGEN	NAG-NGEN	0.0016052445	0.004553422	0.01045617	0.96017486	0.0040078177	0.019202452
235	OAG-NGEN	OAG-NGEN	0.046509508	0.5224673	0.014158561	0.034651052	0.03508121	0.34713233
236	OAG-GEN	OAG-GEN	0.926698	0.0087928185	0.01270126	0.0014713219	0.04862128	0.0017153284
237	NAG-NGEN	OAG-NGEN	0.18734552	0.43373343	0.03724727	0.11824022	0.0594607	0.16397288
238	NAG-NGEN	NAG-NGEN	0.0023693305	0.012638827	0.025212614	0.841627	0.010910255	0.10724204
239	NAG-NGEN	NAG-NGEN	0.00085192407	0.0021074647	0.004552204	0.9797945	0.0017654204	0.010928291
240	OAG-NGEN	OAG-GEN	0.5718906	0.31246454	0.018074965	0.017079862	0.050205626	0.030284466
241	NAG-NGEN	CAG-NGEN	0.11378975	0.116887175	0.07871188	0.1903315	0.15576339	0.3445162
