id	label	Sub-task A_preds	OAG_probs	NAG_probs	CAG_probs
ENG-108	NAG	NAG	0.0010960777	0.9976206	0.0012832835
ENG-109	NAG	NAG	0.0006791502	0.9977205	0.0016005829
ENG-110	NAG	NAG	0.002477274	0.9961745	0.0013481402
ENG-111	NAG	NAG	0.0015631893	0.9713641	0.0270728
ENG-112	NAG	NAG	0.002779703	0.9752331	0.02198718
ENG-113	OAG	OAG	0.7348856	0.05944627	0.20566815
ENG-114	NAG	NAG	0.0009807947	0.99784034	0.0011790837
ENG-115	OAG	OAG	0.9513694	0.009868525	0.038762007
ENG-116	NAG	NAG	0.0035574986	0.96970314	0.026739363
ENG-117	NAG	NAG	0.026562504	0.9627727	0.010664758
ENG-118	NAG	NAG	0.012042118	0.7758215	0.21213628
ENG-119	NAG	NAG	0.0014058383	0.9975492	0.0010447811
ENG-120	NAG	NAG	0.0013610611	0.9974545	0.0011844003
ENG-121	NAG	NAG	0.0007013088	0.99697906	0.0023198556
ENG-122	NAG	NAG	0.0011899264	0.9977566	0.0010534158
ENG-123	NAG	NAG	0.00096446474	0.99079484	0.008240505
ENG-124	NAG	NAG	0.0014585061	0.997514	0.0010277636
ENG-125	NAG	NAG	0.0011378742	0.98798615	0.010875973
ENG-126	OAG	OAG	0.8697029	0.048692644	0.0816045
ENG-127	NAG	NAG	0.0014547547	0.9976177	0.00092748215
ENG-128	NAG	NAG	0.0014425083	0.9965076	0.002049858
ENG-129	NAG	NAG	0.007340792	0.8797212	0.11293797
ENG-130	NAG	NAG	0.0028661874	0.9812034	0.015930448
ENG-131	OAG	OAG	0.97423005	0.0060860435	0.01968376
ENG-132	OAG	OAG	0.97475797	0.013488025	0.011754024
ENG-133	CAG	CAG	0.015141562	0.08394592	0.9009124
ENG-134	NAG	NAG	0.0011092571	0.99782515	0.0010658301
ENG-135	NAG	NAG	0.003176766	0.9953882	0.0014351719
ENG-136	NAG	NAG	0.07212781	0.8783604	0.049511805
ENG-137	NAG	NAG	0.0008476984	0.9953664	0.0037858812
ENG-138	NAG	NAG	0.0008210112	0.99721104	0.0019677144
ENG-139	NAG	NAG	0.0031429355	0.99489754	0.0019593665
ENG-140	CAG	CAG	0.32474187	0.03393838	0.6413197
ENG-141	NAG	NAG	0.00089072343	0.99769384	0.00141569
ENG-142	NAG	NAG	0.00075878354	0.997067	0.0021741618
ENG-143	OAG	OAG	0.56243706	0.39847195	0.03909099
ENG-144	NAG	NAG	0.0018756393	0.989983	0.008141243
ENG-145	NAG	NAG	0.0011806978	0.99405396	0.004765301
ENG-146	CAG	CAG	0.015687097	0.07027761	0.9140352
ENG-147	NAG	CAG	0.012417186	0.3714817	0.61610115
ENG-148	NAG	NAG	0.0014326257	0.99757016	0.0009971549
ENG-149	NAG	NAG	0.0017824555	0.9953341	0.002883461
ENG-150	NAG	NAG	0.0014200136	0.9226341	0.07594596
ENG-151	CAG	CAG	0.050496798	0.019388074	0.9301152
ENG-152	NAG	NAG	0.0016793892	0.9600613	0.038259365
ENG-153	NAG	NAG	0.004388559	0.82845294	0.16715853
ENG-154	NAG	NAG	0.0045076557	0.8958261	0.09966634
ENG-155	NAG	NAG	0.003523716	0.98805726	0.008419041
ENG-156	NAG	NAG	0.000874129	0.9936705	0.005455247
ENG-157	NAG	NAG	0.001133704	0.9978437	0.0010223937
ENG-158	NAG	NAG	0.0014246254	0.9976524	0.0009231009
ENG-159	NAG	NAG	0.0008261861	0.99734277	0.0018312407
ENG-160	NAG	NAG	0.0018705786	0.995561	0.0025683236
ENG-161	NAG	NAG	0.002641337	0.96288913	0.034469567
ENG-162	CAG	CAG	0.060296156	0.010770362	0.92893356
ENG-163	NAG	NAG	0.0069878553	0.9541976	0.038814563
ENG-164	NAG	NAG	0.0007187698	0.99775136	0.0015299786
ENG-165	NAG	NAG	0.0016162947	0.9967057	0.0016781356
ENG-166	OAG	NAG	0.16407578	0.48932523	0.346599
ENG-167	OAG	OAG	0.9793029	0.013791289	0.0069057825
ENG-168	OAG	OAG	0.9491946	0.025440717	0.025364587
ENG-169	NAG	NAG	0.0015358408	0.99753016	0.00093412556
ENG-170	OAG	OAG	0.82235414	0.029609352	0.14803647
ENG-171	NAG	NAG	0.00088874635	0.9977033	0.0014077971
ENG-172	OAG	OAG	0.9350486	0.017123416	0.047828082
ENG-173	NAG	NAG	0.0016357963	0.9973394	0.0010246885
ENG-174	CAG	OAG	0.8503502	0.017555166	0.13209447
ENG-175	NAG	NAG	0.0026731133	0.99497676	0.0023499418
ENG-176	CAG	OAG	0.73133546	0.057914373	0.2107501
ENG-177	NAG	NAG	0.0014359687	0.9972353	0.0013286272
ENG-178	NAG	CAG	0.043820363	0.25686368	0.6993159
ENG-179	NAG	NAG	0.0018346643	0.9969781	0.0011871489
ENG-180	NAG	NAG	0.0013147829	0.93983734	0.05884791
ENG-181	NAG	NAG	0.0013743045	0.9976115	0.0010144756
ENG-182	NAG	NAG	0.0021108077	0.9967813	0.0011080904
ENG-183	NAG	NAG	0.0009871415	0.9977714	0.0012413651
ENG-184	NAG	NAG	0.000876705	0.9871575	0.011965716
ENG-185	NAG	NAG	0.0011007529	0.9925875	0.006311557
ENG-186	NAG	NAG	0.0015267953	0.9975178	0.0009552245
ENG-187	NAG	NAG	0.00081243576	0.9923187	0.0068690493
ENG-188	NAG	NAG	0.015542887	0.9350637	0.049393415
ENG-189	OAG	OAG	0.98255324	0.011032378	0.006414349
ENG-190	NAG	NAG	0.0008461993	0.9841817	0.014972166
ENG-191	NAG	NAG	0.00077799195	0.99679226	0.0024298516
ENG-192	NAG	NAG	0.0010765443	0.9643142	0.0346092
ENG-193	OAG	CAG	0.3168952	0.22853768	0.45456716
ENG-194	NAG	NAG	0.0018506114	0.99422747	0.0039216974
ENG-195	NAG	NAG	0.0015410398	0.99748546	0.00097342476
ENG-196	NAG	NAG	0.0034067067	0.9939561	0.0026371577
ENG-197	CAG	OAG	0.83602107	0.02944903	0.13452971
ENG-198	NAG	NAG	0.0015002853	0.99749404	0.0010058165
ENG-199	NAG	NAG	0.0010239559	0.99787176	0.0011040868
ENG-200	CAG	CAG	0.053407054	0.29379457	0.65279835
ENG-201	NAG	NAG	0.00058429386	0.9970965	0.0023191057
ENG-202	NAG	NAG	0.0011861252	0.99783367	0.0009801794
ENG-203	NAG	NAG	0.25286838	0.58032835	0.16680324
ENG-204	NAG	NAG	0.0029741225	0.9931654	0.0038604573
ENG-205	NAG	NAG	0.0010639884	0.9977757	0.0011604932
ENG-206	OAG	OAG	0.95108026	0.02053418	0.028385704
ENG-207	NAG	NAG	0.0014585061	0.997514	0.0010277636
ENG-208	NAG	NAG	0.0020526103	0.99679744	0.0011501199
ENG-209	NAG	NAG	0.0005818727	0.99552065	0.0038973938
ENG-210	NAG	NAG	0.0010204893	0.9719831	0.026996497
ENG-211	CAG	CAG	0.03348309	0.31397894	0.65253794
ENG-212	NAG	NAG	0.0010845392	0.99747026	0.0014453016
ENG-213	NAG	NAG	0.00088124414	0.9937653	0.005353262
ENG-214	NAG	NAG	0.0012230733	0.9975107	0.0012664103
ENG-215	OAG	OAG	0.9622041	0.022923738	0.014872095
ENG-216	NAG	NAG	0.0006076153	0.9965299	0.0028626171
ENG-217	NAG	NAG	0.0009255237	0.99782467	0.0012498259
ENG-218	NAG	NAG	0.0005954278	0.9925847	0.0068197325
ENG-219	NAG	NAG	0.0008744446	0.99531937	0.0038059528
ENG-220	NAG	NAG	0.00085163163	0.9973185	0.001829934
ENG-221	NAG	NAG	0.001093354	0.99624103	0.0026658806
ENG-222	NAG	NAG	0.00079865253	0.9931642	0.0060368967
ENG-223	NAG	NAG	0.0013152362	0.9976776	0.0010069596
ENG-224	NAG	NAG	0.0006547701	0.9967024	0.0026429698
ENG-225	NAG	NAG	0.0018158258	0.99711597	0.001068089
ENG-226	NAG	NAG	0.0007512147	0.9812069	0.01804188
ENG-227	NAG	NAG	0.0011705358	0.997807	0.0010224209
ENG-228	NAG	NAG	0.0008807618	0.9966758	0.002443336
ENG-229	NAG	NAG	0.00067600526	0.99402314	0.0053010136
ENG-230	CAG	CAG	0.028363016	0.2840603	0.68757665
ENG-231	NAG	NAG	0.008663725	0.94543976	0.04589656
ENG-232	NAG	NAG	0.0021162792	0.99678177	0.0011017438
ENG-233	NAG	NAG	0.001079133	0.99781704	0.0011037204
ENG-234	NAG	NAG	0.0018959624	0.99695385	0.0011504238
ENG-235	CAG	CAG	0.11263349	0.07035129	0.81701523
ENG-236	CAG	NAG	0.00099484	0.9892868	0.009718262
ENG-237	NAG	NAG	0.001297263	0.99775755	0.0009450867
ENG-238	NAG	NAG	0.0016733046	0.9973223	0.0010046661
ENG-239	NAG	NAG	0.0010236942	0.9967808	0.0021953492
ENG-240	NAG	NAG	0.003364862	0.9264658	0.07016934
ENG-241	NAG	NAG	0.0007083974	0.99714404	0.0021475414
ENG-242	NAG	NAG	0.00074411265	0.9977238	0.0015323149
ENG-243	NAG	NAG	0.05540928	0.8466623	0.09792844
ENG-244	NAG	NAG	0.0015340031	0.9975849	0.00088123826
ENG-245	OAG	OAG	0.9759784	0.0126758665	0.01134579
ENG-246	NAG	NAG	0.0025590758	0.9939681	0.0034727717
ENG-247	NAG	NAG	0.0013088342	0.9977243	0.0009667909
ENG-248	NAG	NAG	0.02870235	0.9523593	0.018938363
ENG-249	NAG	NAG	0.0015504344	0.98225904	0.016190376
ENG-250	NAG	NAG	0.012342487	0.92691547	0.060742106
ENG-251	NAG	NAG	0.002106212	0.9968274	0.001066515
ENG-252	NAG	NAG	0.00081928424	0.9935095	0.0056710853
ENG-253	NAG	NAG	0.005393602	0.9776575	0.016948974
ENG-254	NAG	NAG	0.0008300262	0.99757063	0.0015994841
ENG-255	NAG	NAG	0.0012257848	0.98814017	0.010633955
ENG-256	NAG	NAG	0.0014576642	0.9976144	0.00092783076
ENG-257	NAG	NAG	0.23764022	0.67916733	0.08319254
ENG-258	NAG	NAG	0.0010064724	0.9880431	0.010950372
ENG-259	OAG	OAG	0.986301	0.00927587	0.0044231834
ENG-260	NAG	NAG	0.001474706	0.9954869	0.0030381053
ENG-261	NAG	NAG	0.0011768757	0.9976757	0.0011474359
ENG-262	NAG	NAG	0.00066684943	0.9968046	0.0025286612
ENG-263	NAG	NAG	0.0061334874	0.9176113	0.07625513
ENG-264	NAG	NAG	0.001194799	0.9977176	0.0010875672
ENG-265	NAG	NAG	0.0015975054	0.9967385	0.0016637945
ENG-266	NAG	NAG	0.0006192456	0.99657977	0.0028011664
ENG-267	NAG	NAG	0.0028430664	0.99586344	0.0012935007
ENG-268	NAG	NAG	0.0040831873	0.9751071	0.020809714
ENG-269	NAG	NAG	0.0017433964	0.99731237	0.0009441593
ENG-270	NAG	NAG	0.001154017	0.99787414	0.0009719823
ENG-271	NAG	NAG	0.0012366989	0.99770904	0.0010544144
ENG-272	OAG	OAG	0.7115867	0.11031006	0.17810324
ENG-273	NAG	NAG	0.0012681707	0.99520594	0.0035257768
ENG-274	NAG	NAG	0.006145332	0.75892633	0.23492816
ENG-275	NAG	NAG	0.0015490835	0.9974993	0.0009518526
ENG-276	OAG	CAG	0.39283362	0.058322806	0.5488436
ENG-277	NAG	NAG	0.0009699447	0.99778086	0.0012492104
ENG-278	NAG	NAG	0.0013218196	0.99746644	0.0012120603
ENG-279	NAG	NAG	0.0014826141	0.99680364	0.0017137342
ENG-280	NAG	NAG	0.17554994	0.4676843	0.35676575
ENG-281	NAG	NAG	0.000849001	0.99445075	0.0047004484
ENG-282	NAG	NAG	0.0013078771	0.99773663	0.0009552819
ENG-283	NAG	NAG	0.0014417663	0.99684644	0.0017116566
ENG-284	OAG	OAG	0.96978015	0.016777525	0.013442316
ENG-285	NAG	NAG	0.002091513	0.99639684	0.0015115497
ENG-286	NAG	NAG	0.000623379	0.99102354	0.008352998
ENG-287	NAG	NAG	0.0009951437	0.99800354	0.0010013107
ENG-288	NAG	NAG	0.0014524529	0.9953858	0.0031616343
ENG-289	CAG	CAG	0.026771698	0.07917289	0.89405537
ENG-290	NAG	NAG	0.002055733	0.97375447	0.024189645
ENG-291	NAG	NAG	0.00061006116	0.996815	0.002574981
ENG-292	NAG	NAG	0.0012849275	0.9977133	0.0010020643
ENG-293	NAG	NAG	0.0008262897	0.9978775	0.0012964084
ENG-294	NAG	NAG	0.0015380534	0.9974669	0.0009952129
ENG-295	NAG	NAG	0.0013464602	0.9976919	0.00096168456
ENG-296	NAG	NAG	0.0011531194	0.99732804	0.0015190346
ENG-297	NAG	NAG	0.0016791505	0.9970903	0.0012303969
ENG-298	CAG	CAG	0.042131916	0.074866295	0.8830017
ENG-299	NAG	NAG	0.011568953	0.7838032	0.20462793
ENG-300	NAG	NAG	0.0018397453	0.9210868	0.07707349
ENG-301	OAG	OAG	0.9306702	0.019523727	0.04980609
ENG-302	NAG	NAG	0.0014038822	0.99763435	0.00096163317
ENG-303	NAG	NAG	0.001373407	0.9775675	0.021059172
ENG-304	NAG	NAG	0.00085032213	0.98887646	0.010273128
ENG-305	NAG	NAG	0.0016874396	0.99737036	0.00094236596
ENG-306	NAG	NAG	0.0028050814	0.99298567	0.0042092935
ENG-307	OAG	OAG	0.9834485	0.012049988	0.0045014033
ENG-308	NAG	NAG	0.00061282486	0.99653465	0.0028526073
ENG-309	OAG	OAG	0.97936827	0.013185305	0.0074465433
ENG-310	NAG	NAG	0.0018562827	0.99706227	0.0010814748
ENG-311	NAG	NAG	0.0015495187	0.99754447	0.00090630125
ENG-312	NAG	NAG	0.0022038575	0.99650615	0.0012899233
ENG-313	NAG	NAG	0.0011843359	0.9978142	0.001001695
ENG-314	NAG	NAG	0.0011303793	0.9976924	0.0011771703
ENG-315	CAG	OAG	0.88250446	0.02464939	0.09284599
ENG-316	NAG	NAG	0.0017694843	0.99721676	0.0010139204
ENG-317	OAG	OAG	0.81137997	0.028574634	0.16004539
ENG-318	NAG	NAG	0.0006806578	0.9968911	0.0024281803
ENG-319	NAG	NAG	0.0014092572	0.9977162	0.00087447965
ENG-320	NAG	NAG	0.03982693	0.80214727	0.15802573
ENG-321	CAG	CAG	0.088723816	0.008956678	0.90231955
ENG-322	OAG	OAG	0.9695711	0.010017482	0.020411279
ENG-323	NAG	NAG	0.0016453292	0.9971887	0.0011660701
ENG-324	CAG	CAG	0.40983087	0.11602105	0.47414812
ENG-325	NAG	NAG	0.002152729	0.9967965	0.0010509364
ENG-326	NAG	NAG	0.0012800816	0.99768573	0.0010342264
ENG-327	NAG	NAG	0.0010024381	0.99757016	0.0014273929
ENG-328	NAG	NAG	0.0019735657	0.99701804	0.0010084569
ENG-329	NAG	NAG	0.0011955182	0.9977642	0.0010404608
ENG-330	NAG	NAG	0.0015631826	0.9974974	0.0009395366
ENG-331	CAG	CAG	0.030187737	0.05041816	0.91939414
ENG-332	NAG	NAG	0.00068438484	0.996845	0.0024706207
ENG-333	NAG	NAG	0.0011909368	0.9971131	0.0016961019
ENG-334	NAG	NAG	0.0010627046	0.9978346	0.0011025126
ENG-335	NAG	NAG	0.0054770918	0.7786001	0.21592286
ENG-336	OAG	OAG	0.97066236	0.011801575	0.01753604
ENG-337	CAG	CAG	0.0092151025	0.14764538	0.8431395
ENG-338	NAG	NAG	0.0015461007	0.9973718	0.001082036
ENG-339	OAG	OAG	0.9536774	0.036066208	0.010256355
ENG-340	CAG	CAG	0.2250805	0.075250395	0.6996692
ENG-341	NAG	NAG	0.0048899213	0.9924687	0.0026412678
ENG-342	NAG	NAG	0.0023356504	0.9922953	0.005368994
ENG-343	CAG	OAG	0.7144832	0.08195222	0.20356467
ENG-344	NAG	NAG	0.0006981993	0.9977328	0.0015690762
ENG-345	NAG	NAG	0.0016772412	0.9958834	0.0024395909
ENG-346	NAG	NAG	0.0011478676	0.99778324	0.0010687998
ENG-347	NAG	NAG	0.0018134592	0.9971987	0.0009877634
ENG-348	CAG	OAG	0.46170235	0.16289234	0.37540516
ENG-349	NAG	NAG	0.00095646834	0.9974993	0.0015440967
ENG-350	NAG	NAG	0.0013451735	0.964403	0.03425178
ENG-351	NAG	NAG	0.0017652243	0.99717396	0.0010606513
ENG-352	NAG	NAG	0.0006864999	0.9967214	0.002592116
ENG-353	NAG	NAG	0.0014512717	0.99760675	0.000942118
ENG-354	NAG	NAG	0.0020178999	0.90087634	0.09710573
ENG-355	NAG	NAG	0.0011839486	0.9977757	0.0010402515
ENG-356	NAG	NAG	0.001214961	0.99779993	0.0009851186
ENG-357	CAG	CAG	0.14490448	0.05205148	0.8030441
ENG-358	NAG	NAG	0.0016836757	0.99737084	0.0009452936
ENG-359	NAG	NAG	0.003176766	0.9953882	0.0014351719
ENG-360	NAG	NAG	0.0007411632	0.9824825	0.016776357
ENG-361	NAG	NAG	0.0011614803	0.99760866	0.0012300602
ENG-362	CAG	NAG	0.008352468	0.5973546	0.39429307
ENG-363	NAG	NAG	0.003062541	0.9774258	0.019511664
ENG-364	NAG	NAG	0.00074079435	0.9960558	0.003203369
ENG-365	NAG	NAG	0.0010308468	0.98832464	0.010644355
ENG-366	NAG	NAG	0.00093641964	0.9939506	0.005112766
ENG-367	NAG	NAG	0.0009952998	0.9977476	0.0012573684
ENG-368	OAG	OAG	0.8313284	0.12714864	0.041523106
ENG-369	NAG	NAG	0.00176829	0.99721295	0.0010187885
ENG-370	CAG	CAG	0.017514179	0.086914815	0.8955711
ENG-371	NAG	NAG	0.00082227984	0.9971882	0.0019895236
ENG-372	CAG	CAG	0.015190296	0.4027085	0.5821011
ENG-373	NAG	NAG	0.0011941366	0.99774665	0.0010594426
ENG-374	NAG	NAG	0.0015228522	0.99752873	0.0009482312
ENG-375	NAG	NAG	0.0010188983	0.9978304	0.0011508923
ENG-376	NAG	NAG	0.0018033761	0.997241	0.0009556751
ENG-377	NAG	NAG	0.0019202873	0.9971692	0.0009103987
ENG-378	NAG	NAG	0.0018007425	0.9969714	0.0012276085
ENG-379	NAG	NAG	0.0016161853	0.9964325	0.0019515144
ENG-380	CAG	CAG	0.011640502	0.035193555	0.95316595
ENG-381	NAG	NAG	0.006806023	0.5088339	0.48436
ENG-382	NAG	NAG	0.0010069625	0.9976591	0.0013340442
ENG-383	NAG	NAG	0.0010927076	0.99765575	0.0012516401
ENG-384	NAG	NAG	0.00079670054	0.99699426	0.0022093405
ENG-385	NAG	NAG	0.002044141	0.9968051	0.0011506553
ENG-386	NAG	NAG	0.00079943665	0.9979108	0.0012898766
ENG-387	NAG	NAG	0.0008099683	0.9976329	0.0015569985
ENG-388	NAG	NAG	0.0014970895	0.960885	0.037617996
ENG-389	NAG	NAG	0.00092152995	0.99774426	0.0013341396
ENG-390	CAG	CAG	0.09425242	0.3473528	0.55839473
ENG-391	NAG	NAG	0.00083787274	0.99639875	0.0027635843
ENG-392	NAG	NAG	0.0040554185	0.9363454	0.05959934
ENG-393	CAG	CAG	0.013278368	0.12779653	0.85892504
ENG-394	NAG	NAG	0.014290969	0.9790386	0.00667038
ENG-395	NAG	NAG	0.0021121006	0.9019066	0.09598111
ENG-396	OAG	OAG	0.6442731	0.033305798	0.32242113
ENG-397	OAG	OAG	0.9884309	0.006303848	0.0052654045
ENG-398	NAG	NAG	0.00066194235	0.9969605	0.002377658
ENG-399	NAG	NAG	0.0015777786	0.99743646	0.0009856853
ENG-400	OAG	OAG	0.97710615	0.008893285	0.014000644
ENG-401	OAG	OAG	0.9863438	0.009683582	0.0039726906
ENG-402	OAG	OAG	0.9852676	0.0095126815	0.005219713
ENG-403	CAG	CAG	0.012294598	0.07244698	0.91525835
ENG-404	NAG	NAG	0.014290969	0.9790386	0.00667038
ENG-405	NAG	NAG	0.0010897449	0.99784654	0.0010635532
ENG-406	NAG	NAG	0.0014005431	0.99721724	0.001382235
ENG-407	NAG	NAG	0.0013048423	0.99769	0.0010052967
ENG-408	NAG	NAG	0.0012677299	0.974734	0.02399839
ENG-409	CAG	CAG	0.023289798	0.018083809	0.9586265
ENG-410	NAG	NAG	0.0006544361	0.99747217	0.0018733734
ENG-411	OAG	OAG	0.9753577	0.01255501	0.012087285
ENG-412	NAG	CAG	0.02354207	0.31362528	0.66283274
ENG-413	CAG	CAG	0.03843908	0.066399775	0.89516103
ENG-414	NAG	NAG	0.00075099984	0.99780893	0.001439905
ENG-415	NAG	NAG	0.013195148	0.79664904	0.19015576
ENG-416	NAG	NAG	0.0014875953	0.9807796	0.017733006
ENG-417	NAG	CAG	0.29884544	0.06383324	0.6373212
ENG-418	NAG	NAG	0.00069375563	0.9958397	0.0034667675
ENG-419	NAG	NAG	0.00075532234	0.9966929	0.0025517647
