ENG-73	NGEN	a	Mensutra is the leader of youth....Thnx for your contribution to our Indian Society
ENG-74	NGEN	a	Arundhati Roy has biggest bowls ,,,,,,,
ENG-75	NGEN	a	Love from bd💖💖🇧🇩
ENG-76	NGEN	a	hlooo
ENG-77	NGEN	a	@USER Lal good morning ji
ENG-78	NGEN	a	Please do a fan meetup! We want to meet you in person. There are many community centres in and near Saket that you can book for same.
ENG-79	NGEN	a	awesome movie..
ENG-80	NGEN	a	how can u talk for so much time and u looking just at the camera.. which means it's like talking to yourself..
ENG-81	NGEN	a	good
ENG-82	GEN	a	Finally, i can legally call indians gay
ENG-83	NGEN	a	Really
ENG-84	NGEN	a	Totally agree👍
ENG-85	GEN	a	As per Arundhati she should give her name as Kung Fu Kutiya and she should keep practicing balancing tooth brushes on her nipples (god of small things), that is all she is worth for. They (Roy, Kavita Krishnan, Shehla Rashid) should rent apartments in Hira Mandi).
ENG-86	NGEN	a	Ayushmann khurana nawazuddin siddique rajkumar Rao are really good actors
ENG-87	NGEN	a	8617618488
ENG-88	NGEN	a	Ya gay person never like girls....but they won't going into violence against girls...ur approach is entirely wrong man😒😒😒👎👎👎
ENG-89	NGEN	a	No means no... Awesome sarcasm...
ENG-90	NGEN	a	తమ్ముడు వైపర్ ఏంది నీ బాధ... 🤔 గమున్నుండవాయ్... రిప్లై ఇవ్వలేదని ఓ కామెంట్స్ పెట్టుకుంటూపోతున్నారు Shahid he is good actor & better then khan's So we are all just encourage Don't negative be positive Prabhas & shahid one of the greatest friends So I'm just supporting I'm member of prabhas fans association Eagerly waiting For shad's oF saaho Just waiting all
ENG-91	NGEN	a	I think you are one of the most honest youtubers on the platform. Respect! 🙏
ENG-92	NGEN	a	All hutiyas one side and swetabh one side.
ENG-93	NGEN	a	amezing brother🤘
ENG-94	NGEN	a	Give the fake name and fake details and you will end up being unable to vote, nor open bank account nor apply for any social benefits...
ENG-95	NGEN	a	কামরুন নাহার right
ENG-96	NGEN	a	to moto chele a rakom ma der chere dei tar pare ninda kare i heat you .
ENG-97	NGEN	a	Nice msg in end. Awesome video 👍👍👍👍👌👌💗💗
ENG-98	NGEN	a	Yes I saw in reality how protective lesbian girl is when it comes to her girlfriend..... Salute to that girls...lgbt rocks
ENG-99	NGEN	a	Good.. :)
ENG-100	NGEN	a	Iam a medical student and we give atleast 6-7 hrs for subjects . There is nothing like personal life in medical field. For the sake of patients you have to sacrifice your personal life.
ENG-101	NGEN	a	She is a drug adict n dinner girl of billionaire
ENG-102	NGEN	a	these mental congress paid leftist so call intellectuals thinking Hindustan is a jock.. these group will be behind bar or will be eliminated before 2023...just wait...this govt will not spare
ENG-103	NGEN	a	Kabir singh 2019 most overrated movie🤮🤮
ENG-104	NGEN	a	Hit like if you love ayushmann khurana
ENG-105	NGEN	a	@USER Bose Thanks.. Respect.
ENG-106	NGEN	a	Have u watched 3idiots, OMG, queen, Parmanu, Bajrangi Bhaijaan, Sultan, Dangal, Padman etc?????? Better try to watch these good movies and remove ur negativity about bollywood.
ENG-107	NGEN	a	Right 👌 bro
ENG-108	NGEN	a	Best and well studied review bro...👍
ENG-109	NGEN	a	Totally agree......bro..Specially for Army and for country security...
ENG-110	NGEN	a	Al9 ,Alicia
ENG-111	NGEN	a	Who is watching this after india beat afganistan in world cup 2019.
ENG-112	NGEN	a	Extremely sad, very very tragic.
ENG-113	NGEN	a	I hat ranu Mondal
ENG-114	NGEN	a	Sucharita tyagi is awesome
ENG-115	NGEN	a	Sucharita tyagi is chutiya critic.
ENG-116	NGEN	a	At __TIMEURL__ ...this is What i said to my Father after 12th 😂😂😂😂😂😂😂
ENG-117	GEN	a	Homosexuality is ban
ENG-118	NGEN	a	Pseudo liberals are themselves too much intolerant
ENG-119	NGEN	a	good job done by this man
ENG-120	NGEN	a	Your voice is very sweet
ENG-121	NGEN	a	Ya he is the only who talks sense on you tube
ENG-122	NGEN	a	+Naughty World hiii
ENG-123	NGEN	a	It's good video but not good to murder of female
ENG-124	NGEN	a	<__URL__
ENG-125	NGEN	a	This movie is really great
ENG-126	NGEN	a	I saw arjun reddy.... i am not a liberal or a feminist but it is my opinion I saw arjun reddy yesterday on amazon and for one i had to pause whenever character speak bcoz d subtitles were too fast i didnt have time to read the whole thing. Secondly i didnt like arjun ka character- womZaniser, drug addict, alcoholic.and very abusive. Thirdly, by saying i like thia girl in particular clothing and then going from class to class plus the girl's hostel and giving it the name of love isn't love at all and it's CREEPY like srk chasing after kajol in DDLJ. Fourth point, after repeated pleas by his parents, he still drinks and smokes. He was shown in a negative light....but atleast there was a courtroom scene. And he is proud to say that while he was high none of his patients died? Seriously? He slapped a girl when it wasnt expected at all. He was very regressive. Not only regressive but spoilt, unapoligetoc and obnoxious. One time watch but yet inspite all this i could see the effort made by the makers. GOOD EFFORT... I DIDNT SAY GREAT FILM. THERE WASNT ANYTHING GREAT ABOUT THE FILM. ARJUN REDDY WAS as my teacher would say A SPINELESS JELLYFISH.
ENG-127	NGEN	a	Bro, Nice video
ENG-128	NGEN	a	You are alright
ENG-129	NGEN	a	This lady from BJP is crazy this is how u react man such a foolish and ignorant lady
ENG-130	NGEN	a	I just love how two women shout over each other about another women.
ENG-131	NGEN	a	Feminists​ & Liberals are curse to humanity
ENG-132	NGEN	a	I hate these faminisim.....they don't know even the meaning of it ....and called themselves feminist....real woman don't care of them...
ENG-133	NGEN	a	"All the libtard reviews are like... ""No woman should watch the movie"" ""No one should like the movie"" ""If anyone likes the movie they are a terrible person"" 🤦 Even if they are not outrightly saying those statements that is exactly what they are implying... They don't care about the 10s of thousands of women who come out of the theaters saying they loved the movie...🤷 Because they are wrong and only the liberal feminist point of view is the absolute truth...🤮"
ENG-134	NGEN	a	Toy Story 4 review sir please
ENG-135	NGEN	a	Super 🤠🤠🤠
ENG-136	GEN	a	@USER ju IF YOU WILL TAKE 5 ML TESTOSTERONE HORMONE INJECTION AND NOT FIND A FEMALE YOU CAN EVEN FUCK A DOG
ENG-137	NGEN	a	GaNgss Of wassepur Fanss Hit A like....😂😂😂
ENG-138	NGEN	a	I totally agree with you sir 💯
ENG-139	NGEN	a	Salute
ENG-140	GEN	a	bro bro....😂😂😂just try and replace the girl with ur sister or anyone close to ya..
ENG-141	NGEN	a	You got a subscriber 👍
ENG-142	NGEN	a	Sir I Have Sent A Personal Message To You on Instagram .... Please Make a Video on it
ENG-143	NGEN	a	Arundati has to go to Bangladesh..... And we have to change her name to kutta.... 💐💐💐💐
ENG-144	NGEN	a	Gay are not criminals, its a sexual identity, please stop sending wrong messages
ENG-145	NGEN	a	Wow that's cool bcz i love all lesbians & gays. They are more spacial than uh in my opinion. So i support them cz i respect them ❤❤. Bt i m nt a lesbian
ENG-146	NGEN	a	This is the failure of the Judicial system, they should make laws to punish women who misuse this law.
ENG-147	NGEN	a	@USER Positive What is your opinion about Muslims not allowing women to enter Masjids ? Why are there no feminists protesting for that ?
ENG-148	NGEN	a	Superb nice movie
ENG-149	NGEN	a	I died at Shahid Khan , Kabir Khan 😂😂😂
ENG-150	NGEN	a	I guess it's the first film where every reviewer on youtube had a different opinions and views .. woh! but I just loved the film!!
ENG-151	NGEN	a	Now arundhati roy destroyed herself
ENG-152	NGEN	a	There is no action taken against woman, who file false 498a cases, so crime is the only option left for a sensible Men like him, who was looking for justice...
ENG-153	GEN	a	Bad boy character is more preferable then good character in girls eye...that's why destructive films popular...
ENG-154	NGEN	a	Well I do agree with most of the points you said..but I just feel that the initial things done by Kabir in order to approach Priti were kind of scary. Normally any girl would get scared. Priti's reaction to all of that was kind of weird to me.
ENG-155	NGEN	a	Watch Section 375. It's a masterpiece exposing feminism.
ENG-156	NGEN	a	Bhai types of girls series continue Karo...
ENG-157	NGEN	a	Very good video
ENG-158	NGEN	a	Yes bro you ar right
ENG-159	NGEN	a	@USER Bro. I agree 💯% with u...
ENG-160	NGEN	a	Shwetabh pin my comment. You are too good man.
ENG-161	NGEN	a	se se se it's hearing looking feeling veery bed...
ENG-162	NGEN	a	If films influence societies then Kabir Singh marks the beginning of a dark society
ENG-163	NGEN	a	Gazabb review .... I thought you would praise this film... Thank God you bashed it.... Love your review
ENG-164	NGEN	a	Finally, most anticipated video of Shwetabh sir!
ENG-165	NGEN	a	Sonagachi hit like❤
ENG-166	NGEN	a	Encounter................Encounter................Encounter..............
ENG-167	NGEN	a	If you have guts then speak against child rapist prophet mohammed
ENG-168	NGEN	a	I have not seen kabir singh yet bt have seen Arjun Reddy. Grt movie. U r very much right to point out the hypocrisy of the liberals and so called feminists.Actually they themselves r confused of what they want in life and as a result of this they live a lonely life at the end of the day. They don't want to understand relationship. Their feminism starts with the f... word and ends in the f...... word.
ENG-169	NGEN	a	nice bhai
ENG-170	NGEN	a	"Expected some what like the level of Wassepur.. Disappointed.. And yeah don't... Bring in the anti feminist or cult kinda thing.. Just put your view... Self destruction is a good thing.....be it substance abuse.. A ""thing"".. Or a lifeless soul.. Shut your mouth and start respecting your mother.. In fact u need your parents help"
ENG-171	NGEN	a	200 crores club movie hai ye 😂
ENG-172	NGEN	a	One word for all haters go die somewhere else..
ENG-173	NGEN	a	Oooo super
ENG-174	NGEN	a	Hate this
ENG-175	NGEN	a	Savdhaan India, Kabir Singh fights back.😁😁
ENG-176	NGEN	a	@USER Kakade Dude joker sucked. Watch my review and open your damn eyes!!
ENG-177	NGEN	a	😂😂amazing practical person
ENG-178	NGEN	a	Hypocrisy... is a disease
ENG-179	NGEN	a	true
ENG-180	NGEN	a	Even I watched the movie and I had similar thoughts, but the only appreciable part was Shahid's acting.
ENG-181	NGEN	a	Nicevedio
ENG-182	NGEN	a	Hi8
ENG-183	NGEN	a	I am a big fan, Pratik Bhai love from the USA 🇺🇸😍
ENG-184	NGEN	a	They will know in 2024 Elections when we vote for Modi Government in Majority.
ENG-185	NGEN	a	Nawazuddin a toxic character babat realistic presentation
ENG-186	NGEN	a	Right sir ...
ENG-187	NGEN	a	If anurag kasyab directed this film then it will be like crime petrol show.. 😂
ENG-188	NGEN	a	Once again you nailed it!!. Keep going brother.
ENG-189	GEN	a	This whore is a member of psuedo intellectual secular gang.She made a villa in naive ST's land.
ENG-190	NGEN	a	Frankly I liked only Shahid and his friends acting and their relationship than actual love story.
ENG-191	NGEN	a	From thumbnail I thought it is carryminati
ENG-192	NGEN	a	Someone told me ki if you're trying to find out logics you must find it in life not in films. So watch a movie with just nothing
ENG-193	NGEN	a	10000% true 👍👍👍 Kabir singh is a big chutiya movie
ENG-194	NGEN	a	Pls review joker......
ENG-195	NGEN	a	Ok thanks for your
ENG-196	NGEN	a	1000th like👍
ENG-197	GEN	a	"Fuckboy isn't good , but a bully isn't either. Skewed feminism is dangerous and so is toxic masculinity. I totally understand that you have a lot of hatred for liberals n feminists which is justified coz of what a lot of them have been propogating but not every idea of feminism is wrong pratik. Bollywood has a history of showing these things ""cool"", that is my only problem with these characters. I am all game for negative characters but I don't like them being glorified, making them look cool. I won't even start with 4 shots, I didn't even like alia's aggresion in gully boy so it's not one sided. As much as I enjoy your views on nationalism, our history , I didn't feel comfortable watching this. 🙏"
ENG-198	NGEN	a	Yes, u r right man
ENG-199	NGEN	a	Kabir Singh best love story ever 😘😘
ENG-200	NGEN	a	"As a lesbian, I wouldn't say it'll ""completely"" contribute to reduction in population. They need to legalize 2 children policy like China did. Also, all couples should adopt at least 1 orphan instead of trying to reproduce. Only 25% of orphans are being adopted and others will be 18 then kicked out. They'll become homeless. Rural areas should stop reproducing lots of children."
ENG-201	NGEN	a	If u need a realistic and grounded love story, watch '96\. Vijay setupathy and trisha. It is a tamil movie. watch it with subs.
ENG-202	NGEN	a	Hit like for shwetabh gangwar. 👇👇
ENG-203	NGEN	a	Waste a bullet on Arundathi Roy...she is a traitor
ENG-204	NGEN	a	Ranu is a bad girl👍👍😸😆😂🤣
ENG-205	NGEN	a	Phone sex iam from Odisha state bhubaneswar iam just 24yr old hot and sexy boy 09777070288
ENG-206	NGEN	a	Who the fuck disliked the video?
ENG-207	NGEN	a	<__URL__
ENG-208	NGEN	a	My.darling
ENG-209	NGEN	a	I think chhichore is more realistic.
ENG-210	NGEN	a	Isiliye to real life ko movie se compare nahi kr skte.....
ENG-211	NGEN	a	Tue film is amazing...sm. ppl in dis country have problem wid everything...intrstngly these ppl dn hv any problem wid d things that r actually wrong...
ENG-212	NGEN	a	Arundhati roy is a gr8 writer arnab pl dnt mislead the public
ENG-213	NGEN	a	Why give importance to her nonsensical utterances? No talks, only arrest her.
ENG-214	NGEN	a	Love you didi 😁
ENG-215	NGEN	a	Immediate arrest her. who gave her prize? redicuous .....
ENG-216	NGEN	a	Kabir Singh is dubbing of Arjun Reddy Tollywood industry film directed by the same guy Sandeep Reddy Vanga and what's so surprising is this movie is biggest blockbuster of Tollywood industry in the respective year. Need more men like you to get youth's mind into correct direction. Respect for your work man.
ENG-217	NGEN	a	Tike asa..bro..i like you...
ENG-218	NGEN	a	I also watch thousands of worldwide movies Korean,Japanese,Hollywood,Taiwan seriously after a decade I will tell you that kabir singh/Arjun reddy is a cult classic movie in india it’s not a simple love story.bro you are awesome you are telling the real truth.❤️
ENG-219	NGEN	a	That's the truth
ENG-220	NGEN	a	Coming to Delhi to watch your videos bcox net is off in Kashmir
ENG-221	NGEN	a	You're a true genius!😎😎😎😎😎😎
ENG-222	NGEN	a	Harr Londa samajhta hai main Kabir Singh hu, EX: main chain smoker hu like him, main abusive hu like him, alcoholic hu as usual like him but when it comes to education, wisdam, carrier non of these even exist for em.
ENG-223	NGEN	a	Right...
ENG-224	NGEN	a	NPR will help reaching govt schemes effectively n proprly to minor communities.
ENG-225	NGEN	a	Beautiful
ENG-226	NGEN	a	@USER luck Fair enough then ... The director's approach isn't very clear to me however , may be it's misinterpreted , may be not . And can't comment on the movie scenes . Started my comment stating that didn't watch it.
ENG-227	NGEN	a	Nice review brother love you
ENG-228	NGEN	a	Make video about Indian series streaming on Netflix and Amazon prime
ENG-229	NGEN	a	@USER SASMAL just tell me one thing have u watched the whole speach it's just 4-5 min u should watch it.
ENG-230	NGEN	a	"I agree with you but I have a point too. Before elaborating my point, I want to let you know that I'm here after seeing the ""Joker Movie analysis"". I firmly believe the male character in Kabir Singh was irresponsible and doesn't have any reflection with real life or practicality. As you said in the later part of this video, ""if you're in relationship and your partner is self derogating then run as fast as possible."" Don't you think this line defy your Joker analysis, where you appraised/empathize Joker's mental state and called the movie INCREDIBLE. But in this part you said to run ftom such type of person, if we all keep running from person who're mentally ill then were would our generation will end up. I'm not saying this all because I like Kabir Singh, I'm saying this because I have depression, anxiety and personality disorder. In the movie ""principal"" told the class about his Anger management issue. Kabir also has emotional/mental issues but I guess you didn't observed him precisely as much as you observed Joker. As per WHO, one in every 20 Indian suffer from depression; 5 out of 100. Hope you understand what I'm trying to say. Peace ☮️"
ENG-231	NGEN	a	"@USER sahu India is a failed state and so do NSA , you cant scare us with your ""Nazi Gestapo"" crap"
ENG-232	NGEN	a	@USER roy r8
ENG-233	NGEN	a	**shahid fans hit like 😍😍**
ENG-234	NGEN	a	Great Job !
ENG-235	NGEN	a	Hitesh Kumar see here in youtube some misandrists are commenting using fake I'd.Some female misandrists are a snake of two face that means they says that 498 must be banned but they work for developing laws against men.This type of misandrists are just a spy of radical misandrists.They are doing drama of gender equality at daylight but at a secure time they change their form.Those are the misandrists in the coat of gender __TIMEURL__ careful from them and try to identify them.They just watching us to provide the informations to the local misandrists in the form of gender __TIMEURL__ a spy uses beard so that he cannot be identified.Sometimes those misandrists make id using photo and name of the boys
ENG-236	GEN	a	Let AR use her name as range & billa and fill the same name when applying for her Visa to any overseas countries Why our govt is napunsak and not revoke her passport/visa or even arrest her
ENG-237	NGEN	a	Bhai good analysis
ENG-238	NGEN	a	Super boss
ENG-239	NGEN	a	arnab you must retire now. you are done.
ENG-240	NGEN	a	Best review. Khup negatives reviews milale Kabir singh la.. Filmi corporation chya Suchitra tyagi tar Vish okalay tichya review madhe.. Go to masses man.. Movie is getting excellent response from people.. This type of love story is encouraging in today's world where one night stand and extra martial affair is comon
ENG-241	NGEN	a	@USER Shekhar I know that's exactly what I said .
ENG-242	NGEN	a	Hi iam from Odisha state bhubaneswar 09777070288 I want make friendship with you and meet with you if you are interested msg me on whatsapp and call me let see 7 mine
ENG-243	NGEN	a	Seriously so sad to say but ... Tatti movie
ENG-244	NGEN	a	@USER admi ok
ENG-245	NGEN	a	Exactly these assholic memers posted piles of shit memes on social media about this absolutely rubbish and nonsensical film , I can't even call it a film such directors should stop making movies asap otherwise already shitty bollywood is going to become even more shittier
ENG-246	NGEN	a	This is really a good 1🤗🤗🤗🤗🤗
ENG-247	NGEN	a	No nice video 👨‍❤️‍💋‍👨👨‍❤️‍💋‍👨👨‍❤️‍💋‍👨👨‍❤️‍💋‍👨
ENG-248	NGEN	a	Ranu is a
ENG-249	GEN	a	I love u sakib but opu sotiya
ENG-250	NGEN	a	Salute You bhai.... Your best review till now... Dho dala...
ENG-251	NGEN	a	Love u
ENG-252	NGEN	a	I studied really hard the next few days after watching this movie😂
ENG-253	NGEN	a	If I shoot her, will l be jailed or I can get away with that?
ENG-254	NGEN	a	Pratik bhaiya l want to ask you something
ENG-255	NGEN	a	I cannot understand how a government is sparing a antinational element Arundhati Roy ? Her this coment is enough to be prosecuted in NIA .
ENG-256	NGEN	a	Nice video 😘😘😘😘
ENG-257	GEN	a	Govt official take census at arundhati Roy's house.. what is your name maam ..roy says- my name is cunning bitch.
ENG-258	NGEN	a	Just when i was thinking wrong you just made my mind clear. Thank you.
ENG-259	NGEN	a	Disgusting
ENG-260	NGEN	a	Justice served....
ENG-261	NGEN	a	Not thanks to God.Only thanks to you dada
ENG-262	NGEN	a	Arnab don't give more important to Mrs.Roy. Just take her in custody and demonstrate law exist
ENG-263	NGEN	a	Lotous come out from mud but it is expected it must be shunned the stink of mud.
ENG-264	NGEN	a	Good....
ENG-265	NGEN	a	Hahhaaa
ENG-266	NGEN	a	Nailed it ...outstanding reply to film companion and others
ENG-267	NGEN	a	Super vai
ENG-268	NGEN	a	@USER Do you know what are the plans of Govt with the Illegal immigrants? How would a refugee prove religious persecution? Why have we shown selective compassion? Do you really think it is the right time for India to do an activity like NRC given the facts that almost 20% population are below poverty line and 30% of adult population are still illiterate which constitutes more than 50% Women who are still deprived of their basic needs. Do you think, this is the time such exercise would be of any beneficial to India? Don't you think the CJI and GOI has wasted our huge 16K Cr rupees in this unsuccessful exercise and if we live the money aside, look at the extent of trouble and pain people went in Assam due to this. The reason I Pointed to NRC is because NPR is nothing but Opening Step of NRC and with reference to Scroll.in(correct me if I am wrong) the new questions added to NPR are indicators of the NRC exclusion process. You being a Journalist and from Assam, doesn't this pinches your heart and raises alarm. Is there no value of human life on this land anymore? I strongly Oppose NRC, Oppose CAA amendment in the current situation. Was there any effective effort from GOI to stop the infiltration? GOI is just find ways to treat us like goats every now and then. I know, this questions should be thrown at GOI, however, as I see you a so called representative of the GOI most of the time, so, I am throwing this on you. Moreover, whats wrong with you getting stuck in this stupid debates on who told what. Everyone around us promote lies everyday. Nobody really bothers that anymore. Starting from PM to HM to Activist everyone promotes lies everywhere but no facts. So, Arundhati is no different, where we cannot trust the PM/CJI for that matter, who is Arundhati in that league. No one cares about her. I stopped watching your channel, just thought of looking over today for a change, but nothing changed. Same insensitive arguments and false narratives. I wish I could say alternate narratives, but I see them clearly to be false. Also JFYI, I supported the change in Govt, but really regretting now. I dont support any political party anymore. So, please dont ask me why didn't I speak during UPA rule. I dont have to answer that to you.
ENG-269	NGEN	a	Good job bro 🤘❤✌
ENG-270	NGEN	a	Thanks brother for your good explanation .
