74	NAG	a	ভাই বোনের ভালোবাসা স্নেহের হ ওয়া উচিত, ভাই বোন বা দাদা বোন একে অন‍্যকে জড়িয়ে ধরতেই পারে কিন্তু সেটা স্নেহ ভরে জড়িয়ে ধরা উচিত, ভাই বোনের মধ‍্যে বা দাদা বোনের মধ্যে শারীরিক সম্পর্ক কি করে থাকতে পারে?কি করে তারা বিয়ে করে স্বামী স্ত্রী হতে পারে?ছি:ছি: স্বামী স্ত্রীর নোংরা ভালোবাসা, নোংরা শারীরিক সম্পর্ক ভাই বোনের বা দাদা বোনের পবিত্র সম্পর্কের মধ্যে কি করে আসতে পারে?ছি:ছি: এসব দেখানো বন্ধ করুন,এসব দেখাও পাপ,ছি: এসব দেখতে লজ্জা হয় ঘৃণা হয়।এসব দেখিয়ে দয়া করে সমাজকে নষ্ট করবেন না।এসব দেখে অনেক দাদা বোনের ভাই বোনের স্নেহের সম্পর্ক নষ্ট হয়ে স্নেহ পরিনত হবে নোংরা ভালোবাসায়
75	NAG	a	Jaigata kothai ektu bolbe pls...
76	NAG	a	Amar profile check Koro akta song post acche palak Muchhal mam ar Sathe 😊😊
77	NAG	a	Shera bhai shera😅
78	NAG	a	Sera boss
79	CAG	a	Chele to muslim babar kase thake na..tmi to hindu..to kar adorse chele k boro korbe..kokhono ki vebe dekheco apu??????
80	OAG	a	ওরে গারে লাথি মেরে রানাঘাটে বসাও আর পারছি না এই কথাগুলো শুনতে
81	OAG	a	Ranu mandal ekjon faltu mahila onake station tai thik
82	NAG	a	Amaro
83	NAG	a	পুলিশ তো সব ক্ষেত্রে সাহায্য করতে আসে না .... আর মহিলা থানা গুলো আরও অপদার্থ ....
84	OAG	a	Osovvyo meye ekta chii faltu meye jemon faltu chelye
85	CAG	a	**আপনি লাস্ট এর বাড়িতে ঢুকলেন কেনো চোদার জন্য** 🤭🤭🤭
86	NAG	a	এত বয়স
87	NAG	a	একটা রিকোয়েস্ট করি এই সব ছাড়ি আল্লাহ্ পথে ফিরে আস দেখবে জীবনে শুধুই শান্তি আসবে।
88	OAG	a	Last ar barite chudte dhukli kno be lewra
89	NAG	a	__TIMEURL__ 😂😂
90	OAG	a	দুইটাই সয়তান
91	OAG	a	Koto boro madarchod
92	CAG	a	Bokachoda Tor marene valo bolte hoy oder Amar Bari BARUIPUR
93	CAG	a	Paglitr gn r sunbona ami
94	NAG	a	ঔ কি দিলে
95	NAG	a	এটাও সমস্যা না
96	NAG	a	Ki j kosto peyeche meyta vogoban
97	NAG	a	সবাই এত রিয়েক্ট করছেন কেন। এরা তো আপন ভাই বোন নয়
98	NAG	a	@USER nath Chatterjee ❤️❤️
99	NAG	a	এই গলো ভালো না
100	CAG	a	ভাই, তুমি যে heading লিখেছ, কয়েল মল্লিক জুতা ছুড়ে মারলো, তার ভিডিও টা কোথায়? গাধা কোথাকার!
101	NAG	a	বিস্তারিত তথ্য চাই সুমন পাত্র ৭৬০২৬৯১৭৩১
102	NAG	a	Nice cool
103	CAG	a	এর মুখে লাথি মারা উচিত... পাগলী কোথাকার
104	NAG	a	Tik bolecho....👍
105	NAG	a	আমি জানি যে দাক্তরি মতে ধুমপান স্বাস্তের পক্ষে ক্ষতি কর তবু আমরা পানকরি
106	NAG	a	Ossam lagce
107	NAG	a	বিচার মোটামুটি ভাল হয়েছে বাংলাদেশে তো কিছুদিন পর মুক্তি পায়। আর বলে আত্মহত্যা করেছিল।
108	NAG	a	Fasi dau fasi
109	CAG	a	কেন? রানু মন্ডল আপনার বাল ছিরছে।
110	CAG	a	রানু মন্ডলের গালে গালে জুতা মারো তালে তালে।
111	OAG	a	Ranu mondan Randi Sali
112	NAG	a	akdom,, puro thik
113	OAG	a	tor ma ke dekha
114	NAG	a	Mane
115	CAG	a	@USER Begam আপনাদের মুসলমানরা 4-5 টা বিয়ে করে আর 20-25 টা বাচ্চা নেয়। বাচ্চা গুলকে ঠিক করে মানুষ করতে পারেনা তাই তারা খিদের জ্বালায়,পেটের দায়ে চুরি চামারি করে,খুন,ধর্ষন করে অর্থাৎ সমাজ বিরোধী তৈরী হয়। আমাদের দেশে যত ক্রাইম হয় তার 80% মুসুলমান রা করে। আমরা হিন্দু যুবকরা মুসলমানদের মত নয় আর আমরা হিন্দু মেয়ে ছাড়া আপনাদের দিকে তাকাই না। আমরা যদি অমন হতাম না তাহলে আপনাদের মত মুসলিম মেয়েরা রেপ হয়ে গাছের ডালে ঝুলে থাকত।
116	CAG	a	Ranu Dede beti sathirai bohot bhul buje . Soitho jibone nai . Make dekina .
117	NAG	a	এই সব দেখানো উচিত নয়
118	NAG	a	খুবই দুঃখজনক একই সাথে লজ্জাজনক ও বলতে পারেন
119	OAG	a	মাদারীর বাইচ্ছা অপেক্ষা কর আগের জায়গায় আসার
120	OAG	a	beiman ranu di k tar ager jaiga ta dekiye dite hobe
121	NAG	a	দাদা কী দিয়েছো😀😀😀😀😀 super dada
122	NAG	a	Vai peter daye kory..
123	NAG	a	ranm
124	CAG	a	Are vai tomar video ta valo .kintu tumi thumbnail e vul post die views kamacho vai tumi ranu dir cheye boro beiman sot vabe kaj koro. Ranu Di to vikka korto tumi to jochuri korcho
125	OAG	a	egulor shasti holo ongo kete lonka bata diye mara chii ghenna lage eder manush bolte chii eder faasi hole onek kom shasti janoyaro jaat hoi kintu eder kono jaat hoi naa Chii
126	CAG	a	রানু ধর্ম সমপর্কে জানে না।
127	NAG	a	Ata ki Bhi naki 👺
128	CAG	a	Akta pagol
129	OAG	a	Ei sob janowar der janto puriye mara uchit
130	NAG	a	দেশি মাল পরিমনি
131	NAG	a	Baba ki khisti dicche
132	CAG	a	যে দেশে সমকামী বৈধ্য সে দেশে যৌন পল্লী আবার কি?
133	NAG	a	Era onek dukho koste ei pothe eseche
134	CAG	a	Dada bhul nollen ranu mondal ar ja obosta o Jodi aro opore other thle Salman r hemesh k buogoban ar chakor na njr chakor boledebe... Ja faltu mye sobpare..
135	CAG	a	ভীখারী ভীখারী থাকবে সোনার চামচের মুল্য কিবুঝে
136	NAG	a	Dakhar por see din ghumote parini Ami.meyeta ki kosto Tai na peyeche real meyetar ghoto na gulo sunlm suire uthechi
137	NAG	a	Demna gulor fasi Kobe hobe
138	OAG	a	মাগি কোথাকার জুতা পেটা করলে ও মন ভরে না
139	OAG	a	Kutar bcara toder mudu kete deo ocid
140	NAG	a	Aktu holeo ranu Mondal ar mathar prblm a6e..
141	NAG	a	😱😱😱😱😱😱🤣🤣🤣🤯🤯
142	CAG	a	Atindra Da khub valo moner manush seta tar kotha te chalcholone boja Jai...r ha etao boja Jai apni koto choto moner lok..onner valo dekte paren na..
143	OAG	a	Sala janoyar ar bacha gulo nejar ma o sujok pala chraba na
144	CAG	a	শকুন যত উপরে উঠুক তার নজর থাকে নিচের দিকে । রানু শকুন তার উদাহরণ।
145	OAG	a	Magi khanki akta
146	NAG	a	কাচা কঞ্চির ব্যাপার টা সেই লাগলো
147	NAG	a	বাঃ রানু দি বাঃ....👌👌👌
148	NAG	a	Kotha ta kintu right bolacho
149	CAG	a	ek balti ukun ki ki apnar mathay paltachen??😂😂😹😹
150	NAG	a	বাঃ দাদা বাঃ। দারুন ‌
151	NAG	a	দুজনের সম্মতি থাকলে আমার আপনার জ্বলে কেন
152	CAG	a	Science ou mane na ve. Muslim ve
153	NAG	a	Nice dada tumey parba
154	CAG	a	এই বালডার সাথে আর বাল ছাল গান করছে তোমরা পারো ও দাদা
155	NAG	a	ওদের মৃত্যু দন্ড দেওয়া ভুল হয়েছে,, খানকির বাচ্ছা দের, সারা জীবন কস্ট দেওয়া উচিৎ ছিল ????
156	NAG	a	Ranu Mondal amr are valolaga na bad very bad
157	NAG	a	Tomar first Vedio dekha...onek Valo laglo👌👌👌👌👌...sob kothaa Valo legeche 👌👌👌👌👌👌👌👌.... awesome.....
158	OAG	a	tui to rendi khaner maagi
159	NAG	a	Ekdom Thik ...
160	NAG	a	ইসলামে মদ পান হারাম
161	NAG	a	কি অার করা যাবে ওরা ওদের পেটের দায়ে বেশ্যাবৃত্তি করছে অার এই দাদা ওনার ভিউজ এর জন্য এটা করছে অার আমি আমার চ্যানেলে ভিউজ বাড়ানোর জন্য এই কমেন্ট টা করছি। সবাই সবার পেটের দায়ে করে 🙂
162	NAG	a	Tumio ki chude esecho eder
163	NAG	a	Mod kono rape er karon na mod kheye jodi keo rape kore tar saza dabul houya uchit ai kanun aate hobe
164	NAG	a	Baler video
165	NAG	a	😁😁😁😁😁😁😂🤣
166	NAG	a	একদম ঠিক বলছেন দাদা
167	OAG	a	একটা মাগি রানু মন্ডল 😆😆🤮🤮🤧🤧
168	CAG	a	কেউ যদি আমাকে বলে ,, আপনি কি এই বলদের মুভি দেখবেন নাকি টয়লেটে বসে থাকবেন,, তা হলে আমি বলবো টয়লেটে বসে থাকবো,,
169	NAG	a	Dik bolecho
170	CAG	a	একটা সুখের সংসার কিভাবে মাটিতে মিশিয়ে দিতে হয় তা একমাত্র এই সব মহিলারা পারে।
171	NAG	a	খাঁটি কথা বলেচ্ছো ভাই শুনে ভালো লাগলো এইরকম বাস্তব কথা বলতে কোনদিন ভয় পাবে না।
172	CAG	a	আমার কাছে রানু মন্ডল সবচেয়ে ভিকারী
173	CAG	a	Emon talent onek ache duniyai dada....payer juta ke mathai tulte nai...ranu mondol tar kothai bujhiye diyeche je o ekta bongshogoto chhotolok
174	NAG	a	বোন নিজের সম্মান রেখে চলুন।
175	NAG	a	কোথায় এটা
176	OAG	a	Sala khanki magi Ranu
177	NAG	a	tar dimake ki ase
178	NAG	a	You are great bro
179	CAG	a	Ake Bos Akamon lok Aje naeyka je
180	NAG	a	Ack dom dada Ranu🖕
181	CAG	a	Pagole ki na bole ....chagole ki na khay ....or hate jhola ta manay....maik noy
182	OAG	a	পাগলাচোদা রানু
183	NAG	a	Oder somman ta bojho ektu plz
184	NAG	a	dada kothy eta
185	CAG	a	O Accha vikkha korto kintu vikhari na wao Ki sundor
186	CAG	a	Sob kicho sakiber Jonno..hoyece ..sakib apuke mene nile ..ajke atu kicho hotona
187	NAG	a	অবশ্যই চ্যানেলটি সাবস্ক্রাইব করবেন।নতুন ভিডিও দেখতে ক্লিক করুন ভিডিও লিংক- <__URL__
188	NAG	a	Ai Kotha vhul je..vhikari vhikari oi Thake...ar raja raja oi Thake.. Onek poristhiti ase jeta life change kore dei..
189	CAG	a	কি এসব
190	NAG	a	Super Da
191	OAG	a	Gud marbo
192	CAG	a	Super.. tnx u kau amar mon er kotha bollo.. o k kay noble chore marr..na na ami full support kor6i🤣🤣🤣🤣🤣🤣...
193	NAG	a	Didi Mayer Moto hoy...eder Mone esob ase ki Kore? Chi chi.....
194	OAG	a	Kanki Magi k Mar bara
195	NAG	a	Darun laglo
196	OAG	a	ranu mandal ekdom beiman hoi
197	NAG	a	"চাইনা আমি সেই ভালোবাসা যে ভালবাসা """""""""""""""""""""""""""""""
198	OAG	a	Ranu pagla choda
199	CAG	a	কাঁচা কনচি দিয়ে বাড়ি দিতাম
200	NAG	a	Tika
201	NAG	a	পোরো ঠিকানা টা ঠিক কোথায় ??
202	OAG	a	ওর নাম নিতে ঘৃণা করছে।বেইমান রানু মন্ডল 👞👞👞👞👞
203	CAG	a	আর কোন কাজ নাই তোদের
204	NAG	a	ভাল ছিল
205	NAG	a	Dada ranu pagolgo
206	NAG	a	Hahahahhaha 😆😆😆😆😆
207	NAG	a	dur er thekeo valo valo mal amar hate hoy6e..
208	OAG	a	গান্ডী এত কথা বলিস ক্যা???গান্ডুর গান্ডী....🤣🤣🤣
209	NAG	a	বালের ভিডিও
210	CAG	a	রানু মাগি দাঁতে পোকা আছে
211	NAG	a	Ekdom 100% thik katha bolechhen bhai.
212	NAG	a	Keno
213	CAG	a	Vikhari jmon Hoya uchit Proman hoye gache
214	OAG	a	Ranudi na 'u' bad diye o Randi
215	NAG	a	কিছু করার নেই সবই পরিস্থিতি করতে বাধ্য করে
216	CAG	a	Pagli ache tai vul vhal montobbo korche 🤣🤣🤣🤣🤣🤣🤣
217	CAG	a	শিয়া না ভিক্ষুর রানু
218	OAG	a	Mc Ranu mangal ar video baniye Koto taka income kr li
219	NAG	a	Cousin Der modde biye hole ki hoi? Aajkal onk Serial e to dekhasshe, Mashir meye, Pishir Meyer Sathe prem .......
220	NAG	a	Ja bolchen akdom thik bolchen
221	OAG	a	Khanki magi ranu tora pitamu
222	OAG	a	Ei magi ke pele juto diye mukh fatabo. Dekhle matha gorom hoi.... bhikari magi
223	NAG	a	Akdom 😂😂😂
224	NAG	a	Shudhu chele tar dos na... Meye tar o achhe
225	NAG	a	Dada sera....sera sera
226	NAG	a	Nice DADA 👍👍👍
227	OAG	a	Ranu akta gud Mara ni
228	CAG	a	রানু মণ্ডলের কুকুরের নাক ওকে পুলিশ ডোগের চাকরি দাও জিবোনে বেশি সফল হবে
229	OAG	a	Sala ashifar moto aro muslim meye der rape kora uchit
230	OAG	a	Ai jonnoi bole midiyar maya khanki Onnor songe dola doli Kaj chara o aRA korte pocondo Kore
231	NAG	a	Shob buri bal
232	NAG	a	আমিও একে কিছু বলতে চায় কিন্তু টেকনিকেল চ্যানেল হাওয়াই কিছু বলতে পারিনা
233	NAG	a	Ekdom thi
234	NAG	a	Cccc ato karap
235	OAG	a	Baler ranu di 😠😠😠😡😡😡
236	OAG	a	rastar petni tui fokirni magoni manos k somman janis na rastar tukai abar lomba lomba kotha
237	NAG	a	Kochu gacha sutli dori diya atmahotha😆😆😆😆😆
238	NAG	a	Mirakel a Dada dekhachi tomai,aj abr pothom YouTube a dekha khub khusi holam
239	NAG	a	Akdom carrect bossss,,,,
240	OAG	a	Uni ekjon vag tora sala boka choda
241	NAG	a	মোদির হাতে কেউ চা খেয়েছে আদোও
242	NAG	a	বুক পকেটে রেখে লাইফ ভিডিও করেছে,,
243	NAG	a	Ae madarchat channel ta bondho kora uchit k k mot like
244	NAG	a	Ota ke or maya?
245	CAG	a	দেখে,,তো, তাই,মনে হয়, পাগল, আর,ছাগল,,
246	NAG	a	Blchi ekhne koyel mallik.....Kothai gelo...🙄🙄
247	NAG	a	দারুন টপিক।একদমই ঠিক ঠাক উওর।
248	CAG	a	যা তো চুদির ব্যাটা ২০০ টাকায় চুদবে আবার কত নাটক চোদায়😂😂🤣
249	OAG	a	অহংকার পতনের মূল. শালী ঢেমনী মাগী.বেইমান
250	NAG	a	Kothy
251	CAG	a	ranu mondal ja boleche besh koreche
252	NAG	a	ভাই জাত ধর্ম বুঝি না আপনার কথা অনেক সুন্দর
253	CAG	a	ভুল তো আপনাদের কিছু একটা পেলেই হলো ।
254	NAG	a	Kothai go place ta
255	NAG	a	Vry gd n 100% ri8 ei Ranu nije ke bhabe ta ki 2 din hoy ni ekno r ekon e
256	OAG	a	amra kon rajje a6i???? eto nogra manush o hoy tao rape korli korli meya take merei felli?? eder pariya mara darkar 6ilo
257	NAG	a	00966571456033 imo
258	NAG	a	ভিডিও টা সত্যি খুব ভালো লেগেছে, কিন্তু কোয়েল মল্লিক জুতো মারল কোথায়।।।।।🤔🤔
259	NAG	a	👏👏👏👏👏
260	NAG	a	দাদা এখানে কেউ অভাবে আসে কেউ সভাবে আসে তাই এদের নিয়ে মজা না করাই ভালো সবাই খারাপ হয় না
261	NAG	a	Khub chena lagche tomake....dada tomar bari kothay...???? Topic ta osadharon....wait korchilam
262	NAG	a	রানুর তো লেখা পড়া নাই। এজন্যই তার কথা গুলো গুছিয়ে বলতে পারেন না।এই জন্যে মানুষ তাঁর কথায় অনেক কষ্ট পায়।
263	CAG	a	কোথায় কি হচ্ছে, আর এই শালা র পোদ ফাটছে, বালের ভিডিও দেখাচ্ছে,
264	NAG	a	Wt da 🖕🏿 ranu mandal,
265	CAG	a	Vikkuk to vikkuki thakbe
266	NAG	a	Ranu mandal baitha chklil
267	CAG	a	tumi janty tumi ki .tumi catyr bal pagol cuda
268	NAG	a	**SOMAJe PURUSHo doshi hoy kichu. MOHILAo doshi hoy kichu. HIJREo doshi hoy kichu. Ekhon EXTREME LEVELe jara EXPLOIT kawre tara ekprokarer ETOR. Kintu tader kajkarmo diey kakhono puro somaj ba 3te GENDER JATIr jekono ek JATIke bichar kora jaayna. Dujon bekti dosh korle aneksomoy bhebe dekhte hoy je BESHI DOSHta kar??!! Noile etai holo byapar r GANGRAPE CASES ba MONUAr moto cases apnara baad din, Generally Ekhaate TALIA bajena............**
269	OAG	a	এই ধরনের যারা ভিডিও করে, তাদের কে জান্ত পুড়িয়ে মারা উচিৎ,
270	CAG	a	অপুর কথাই বোঝা যায় সে শাকিব এর সাথে চালাকি করেছে।ধর্ম নিয়ে শাকিবের সাথে নাটক করছে। শাকিব কে বলেছে সে মুসলীম হয়েছে সব বিশ্বাস করে ইসলাম সম্পর্কে অথচো সে মনে মনে হিন্দুই রয়ে গেছে।তাই তাদের এই বিয়েটা ইসলাম ধর্মমতে হয়নি। তাই বাচ্চাটা অবৈধ।তাই শাকিব যা করেছে সঠিক করেছে অপু রেন্ডি কে মেনে না নিয়ে।
271	NAG	a	খুব সুন্দর আলোচনা করছেন
272	NAG	a	এটা কোথায়?
273	OAG	a	Sali English chodai.
274	OAG	a	Khanki magi ranu.mandal
275	NAG	a	Thik video baniyo6o vai
276	NAG	a	Joghonno .
277	OAG	a	Mollar bacha encounter kora uchit
278	OAG	a	Khanki😡
279	NAG	a	Ekdom thik kotha
280	NAG	a	Akdom e tik kotha
281	OAG	a	Eta to khanki.....
282	NAG	a	Akdm r8
283	CAG	a	ara pagol o ja muka asa tay bala
284	OAG	a	@USER জামান হীর Tor gusti chudi
285	NAG	a	সেক্স কোনসম্পরকো মানে না আমিজানি এটা উচিত নয় ,কিন্তু এটাই বাস্তব
286	NAG	a	হুমম তাই তো চাই সবাই
287	OAG	a	Babar bichi dekhachis madar chod bhikari.
288	CAG	a	Tor kothay lag6e
289	OAG	a	Bara gula kete tader pande vare de
290	NAG	a	Jio dada ki diyecho supar
291	NAG	a	Vai supar 😘😘😘😘
292	CAG	a	এই হলো বালকাতার অবস্থা ।।। শালারা আবার বড় বড় কথা বলে।।।
293	NAG	a	tui pawar asai ai asich?
294	NAG	a	@USER Majumder হ্যাঁ যাবো
295	CAG	a	এদের কি মরণের চিন্তা নাই
296	CAG	a	রেণ্ডিয়া তে চায়ে ওয়ালে মন্ত্রি হয়, ফকির জাতীয় শিল্পী হয়, মার্ডারার হনুমান সররাস্ট্রমন্ত্রি হয়, গরু এদের মা হয় বাপ কেউ নয় কারন এইগুলা জারজ (সব না এখানে আসবে কিছু জারজ দেখতে পারবেন), চোদানী গুলার পোঁদ মেরে ফেটে দাও।
297	CAG	a	পরিমনি একটা ফাতরা নাইকা চেয়ারাটা খুব সুনদর বলে কথা
298	NAG	a	Gudd sot dada
299	NAG	a	atindra da asole sujoger soth bebohar koreche
300	CAG	a	যখন অতীন্দ্রদার মতো মানুষের প্রতি তার কোনো কৃতজ্ঞতা বোধ নেই । তখন টলিউড , বলিউডের যিনি তাকে যত উপরে নিয়ে যাবে এক দিন তার উদ্দেশ্যেই অশালীন মন্তব্য করে তার সম্মান হানি করবে এই রানু মন্ডল। আসলে ছোট লোক সে ছোট লোকই হয়। আমার মতে ওকে জুতার মালা পরিয়ে সম্মান জানানো উচিত।
301	NAG	a	jara chi comment kore6e...tara valo basar mormo ta bojhei na...sotti valo basa boro choto, gorib borolok, jat dekhe na....
302	NAG	a	Bah!!
303	CAG	a	Poton khub besi dure noy.
304	OAG	a	Jamon ranu tamon reporter...duto e gandu r saytan club er saytan gulo o puro gandu
305	CAG	a	Ei Ranu Chol Hat. tor gan amer valo lage na...
306	NAG	a	Fasi ditei hobe. Sajano ghotna bolle cholbe na. Sastir chorom bebosta kora hok
307	OAG	a	Randi ranu..or puro gusti randi
308	OAG	a	ভিক্ষুকের ভাব দেখো।বালের রানু।
309	NAG	a	Tumi akbar thik bolecho
310	NAG	a	কুকুরের পেটে ঘী হজম হয় না
311	NAG	a	ak dam Thik bole Chen Dada Apnar sob kotha Thik
312	CAG	a	Mone Ahankaar vore rekheche ranu mondol
313	OAG	a	khanki aaaaa baler ranu mondol
314	CAG	a	Jebona kono den koalar bae dakbo na
315	NAG	a	A positive Udhar Barish Humne Hota Khuda Ho
316	CAG	a	eder uthteo somoy lagena porteo somoy lagena, nijeke Lata Ji er sathe tulona kore, boddho pagol chara ki arr bolbo janina, chotokhato karor sathe tulona korleo mana jeto, era bhule geche shilpi hote gele agey bhalo manush hote hoy
317	OAG	a	রানু রেন্ডি
318	OAG	a	Khanki mawndol ...
319	NAG	a	রানু মন্ডল ওর কপাল ভালো যে অতীন্দ্র চক্রবর্তী ওনার ভিডিওটা ভাইরাল করেছিল আজ তা কে বলছে চাকর কাল বলবে হিমেশ রেশমিয়া উনিও চাকর তারপরের দিন বলবে সালমান খান উনিও চাকর ভগবানের চাকর বা রানুদি বা
320	OAG	a	রানু একটা খারাপ মহিলা
321	NAG	a	Subscribe Cinebap
322	CAG	a	Pagol Chara keu saport Kore na Ranu Bhikari ke
323	NAG	a	🙄🙄🙄🙄🙄🙄
324	NAG	a	Khun bhabo bolcho bhai
325	CAG	a	Jahanname jabi tora
326	NAG	a	__TIMEURL__ ফিল্ম- কমেডি বাবা - Comedy BABA New Short Film- HD 2019) আমাদের নতুন চ্যানেলটি সাবস্ক্রাইব করুন।
327	CAG	a	এতো কথা না বলে ওরে ওর জায়গায় বসিয়ে দেন ভিক্ষার ঝুলি নিয়ে। দোষ তো আপনার দেরেই। একটা কিছু নিয়ে অতিরিক্ত বাড়াবাড়ি করলে এমোনিই হয়।
328	CAG	a	Saja ghoshona kore bal hobe, shasti to ajo holona 😠😠😠 Tarpor aabar era manoniyar votebank samproday
329	OAG	a	Sala sali 2uitai pagol
