id	label	Sub-task C_preds	OAG-GEN_probs	OAG-NGEN_probs	NAG-GEN_probs	NAG-NGEN_probs	CAG-GEN_probs	CAG-NGEN_probs
21	CAG-NGEN	CAG-NGEN	0.20980583	0.19634607	0.014193353	0.02652604	0.05678492	0.49634376
22	NAG-NGEN	NAG-NGEN	0.0024655964	0.0023879053	0.0021814662	0.98226064	0.0017098415	0.008994427
23	CAG-NGEN	CAG-NGEN	0.03766842	0.0405251	0.013767754	0.2616032	0.03755208	0.6088835
24	NAG-NGEN	NAG-NGEN	0.016743055	0.020502191	0.008236843	0.65770835	0.015292726	0.28151688
25	CAG-NGEN	CAG-NGEN	0.07296648	0.1967269	0.012858659	0.14420862	0.030961402	0.54227793
26	CAG-NGEN	CAG-NGEN	0.059629556	0.058667406	0.012221237	0.18434541	0.04461667	0.64051974
27	OAG-GEN	OAG-NGEN	0.109793246	0.62069106	0.013586587	0.06368894	0.023544114	0.16869606
28	NAG-NGEN	NAG-NGEN	0.0041271565	0.004461871	0.0019022288	0.96788096	0.0019158514	0.019712042
29	NAG-NGEN	NAG-NGEN	0.003998228	0.0051958486	0.0023302583	0.96468145	0.0023041975	0.021490129
30	CAG-NGEN	OAG-NGEN	0.10235774	0.39305833	0.011685376	0.19298096	0.020000195	0.27991724
31	CAG-NGEN	CAG-NGEN	0.039886195	0.054911625	0.013555319	0.14531036	0.04313496	0.7032015
32	OAG-NGEN	CAG-NGEN	0.042291068	0.041866243	0.009926665	0.42879862	0.02796374	0.4491538
33	NAG-NGEN	NAG-NGEN	0.0025343078	0.002283674	0.0022078059	0.98489416	0.0015487629	0.0065311436
34	NAG-NGEN	NAG-NGEN	0.0027567192	0.0021261766	0.0024510773	0.98591566	0.001666529	0.0050838846
35	NAG-NGEN	NAG-NGEN	0.0018914961	0.0020359813	0.0018762627	0.9841646	0.0015995124	0.008432175
36	CAG-NGEN	OAG-GEN	0.44796038	0.27928314	0.013192424	0.023759196	0.03510968	0.20069523
37	OAG-NGEN	OAG-NGEN	0.24034542	0.3755386	0.014367776	0.0375987	0.030154843	0.30199462
38	NAG-NGEN	NAG-NGEN	0.0021684072	0.0021439765	0.0022509475	0.9855556	0.0016192924	0.006261675
39	OAG-GEN	CAG-NGEN	0.19188288	0.3238573	0.012472623	0.049717937	0.031729184	0.3903401
40	NAG-NGEN	NAG-NGEN	0.002639247	0.0025799156	0.0020894725	0.9836579	0.0016589486	0.0073747537
41	NAG-NGEN	NAG-NGEN	0.0025229354	0.002421287	0.0019119135	0.9848904	0.0015340601	0.006719338
42	NAG-NGEN	NAG-NGEN	0.002228507	0.002214023	0.0017955772	0.9837212	0.0015292995	0.008511209
43	NAG-NGEN	NAG-NGEN	0.0023175725	0.0023202903	0.0021619792	0.97831315	0.0020309587	0.0128559
44	OAG-GEN	OAG-GEN	0.7714151	0.13688543	0.013667121	0.0044212984	0.032999676	0.040611252
45	OAG-GEN	OAG-GEN	0.8010329	0.1133086	0.014296122	0.0050489777	0.03367101	0.03264244
46	OAG-GEN	OAG-NGEN	0.1939107	0.5858543	0.014023762	0.026738854	0.031105703	0.14836667
47	NAG-NGEN	NAG-NGEN	0.0020549342	0.0020924828	0.00217059	0.9860219	0.0016052445	0.00605473
48	CAG-NGEN	CAG-NGEN	0.0786346	0.061583318	0.015467976	0.14636534	0.054432686	0.64351606
49	NAG-NGEN	CAG-NGEN	0.070848666	0.066800006	0.014602654	0.12379831	0.051219016	0.6727313
50	NAG-NGEN	NAG-NGEN	0.0031393229	0.0030647996	0.0025902342	0.9826682	0.0019282553	0.006609262
51	OAG-GEN	OAG-GEN	0.64158547	0.27829427	0.014897675	0.007106412	0.024293326	0.03382293
52	NAG-NGEN	NAG-NGEN	0.0022178553	0.0023876424	0.0021229459	0.9802964	0.0018548467	0.011120381
53	NAG-NGEN	NAG-NGEN	0.0025308202	0.003795845	0.002105286	0.97730327	0.0018162467	0.012448684
54	OAG-NGEN	OAG-NGEN	0.0891948	0.57564723	0.015241672	0.066840075	0.029101817	0.22397433
55	NAG-NGEN	NAG-NGEN	0.002717837	0.0021149032	0.002315721	0.98459923	0.0017304198	0.006521767
56	NAG-NGEN	NAG-NGEN	0.013532482	0.011898373	0.0038101727	0.95005023	0.003682204	0.017026616
57	NAG-NGEN	NAG-NGEN	0.004791744	0.0037767992	0.0028688796	0.9809131	0.0017975193	0.0058517163
58	OAG-NGEN	CAG-NGEN	0.19825716	0.1491349	0.016140858	0.024094064	0.07057612	0.54179686
59	CAG-NGEN	CAG-NGEN	0.05224079	0.067186154	0.015848627	0.093384326	0.05336658	0.71797365
60	NAG-NGEN	NAG-NGEN	0.0028249945	0.0023393775	0.0022786236	0.9855453	0.0015880452	0.0054235184
61	NAG-NGEN	NAG-NGEN	0.0025531289	0.0026616624	0.0019047448	0.9734959	0.0019624324	0.017422222
62	NAG-NGEN	NAG-NGEN	0.003480839	0.003937439	0.0022160984	0.978797	0.00192944	0.009639208
63	NAG-NGEN	NAG-NGEN	0.0020771516	0.0023001698	0.0017501998	0.9814736	0.0016501235	0.010748542
64	CAG-NGEN	OAG-NGEN	0.2775601	0.33085263	0.014181981	0.051962923	0.036511004	0.28893128
65	NAG-NGEN	NAG-NGEN	0.0031269272	0.003054648	0.0019353732	0.98231405	0.0015667428	0.008002231
66	CAG-NGEN	CAG-NGEN	0.04613549	0.048119012	0.012798405	0.20749839	0.040900614	0.64454806
67	CAG-NGEN	CAG-NGEN	0.054617558	0.06794645	0.013952413	0.12944679	0.050595775	0.6834411
68	OAG-GEN	OAG-GEN	0.88872313	0.0661873	0.0132340705	0.004368918	0.016652653	0.0108339535
69	NAG-NGEN	NAG-NGEN	0.002292436	0.0020386598	0.0022493787	0.98550016	0.0016584788	0.0062610693
70	NAG-NGEN	NAG-NGEN	0.0023094707	0.0022599353	0.0021867151	0.9858743	0.0016157661	0.0057537844
71	NAG-NGEN	NAG-NGEN	0.0027308888	0.002132982	0.00240238	0.98456496	0.0017245837	0.006444139
72	NAG-NGEN	NAG-NGEN	0.0062512695	0.0085594095	0.0034851388	0.88763535	0.00494979	0.08911906
73	NAG-NGEN	NAG-NGEN	0.0026162844	0.0026848773	0.0019554659	0.9825825	0.001646625	0.00851403
74	NAG-NGEN	NAG-NGEN	0.0023597758	0.0019853842	0.002144542	0.98479646	0.0016792675	0.007034768
75	CAG-NGEN	CAG-NGEN	0.035814792	0.041624397	0.009849927	0.32656032	0.027328286	0.55882233
76	NAG-NGEN	NAG-NGEN	0.01148603	0.01219749	0.0049186717	0.82005525	0.007255252	0.14408739
77	NAG-NGEN	NAG-NGEN	0.0028099115	0.0029700112	0.0017830292	0.9743899	0.0017300486	0.016316917
78	NAG-NGEN	NAG-NGEN	0.0028541475	0.0031777264	0.0019776665	0.97385806	0.001855435	0.01627709
79	CAG-NGEN	NAG-NGEN	0.002249072	0.0020861018	0.0019881504	0.98273665	0.0018381643	0.009101678
80	CAG-NGEN	NAG-NGEN	0.0022442427	0.002158894	0.0019625605	0.9844077	0.0015671456	0.0076593943
81	OAG-NGEN	OAG-GEN	0.5082571	0.3950547	0.02057432	0.023311974	0.0209688	0.031833008
82	NAG-NGEN	NAG-NGEN	0.003955921	0.005311124	0.0020821684	0.9630912	0.00207091	0.023488507
83	NAG-NGEN	NAG-NGEN	0.0026853357	0.0023738244	0.002416612	0.9860031	0.0017120867	0.00480909
84	OAG-NGEN	OAG-NGEN	0.2435245	0.6311396	0.017290499	0.01517183	0.026849313	0.06602428
85	NAG-NGEN	NAG-NGEN	0.0024710342	0.0030224004	0.0021137025	0.9817479	0.0015709208	0.009073767
86	OAG-GEN	OAG-NGEN	0.31558982	0.57359993	0.017410412	0.02174112	0.022054965	0.049603753
87	NAG-NGEN	NAG-NGEN	0.009895766	0.012898717	0.0048898445	0.80647844	0.00792097	0.1579164
88	OAG-GEN	OAG-GEN	0.9079658	0.03169245	0.020139005	0.007281592	0.02204464	0.01087659
89	NAG-NGEN	NAG-NGEN	0.0027548533	0.0023104423	0.002465217	0.9853178	0.0017653176	0.005386187
90	NAG-NGEN	NAG-NGEN	0.0041822186	0.004886891	0.00307507	0.93420625	0.0037625288	0.049887307
91	CAG-NGEN	NAG-NGEN	0.0074799457	0.009866996	0.0031001398	0.9057574	0.0040592803	0.06973639
92	CAG-NGEN	CAG-NGEN	0.042943843	0.074640855	0.01366297	0.1178638	0.042175565	0.7087129
93	NAG-NGEN	NAG-NGEN	0.008162509	0.0079797	0.0042053275	0.9689671	0.0030111368	0.0076744747
94	CAG-NGEN	CAG-NGEN	0.17109726	0.1748853	0.012424892	0.07162183	0.04397225	0.5259985
95	CAG-NGEN	CAG-NGEN	0.06450775	0.2424255	0.012990867	0.15417165	0.03298371	0.49292052
96	CAG-NGEN	CAG-NGEN	0.03514393	0.03748309	0.009109076	0.37016812	0.023722414	0.5243733
97	CAG-NGEN	CAG-NGEN	0.047081076	0.057170503	0.015080725	0.1355857	0.048972275	0.6961098
98	NAG-NGEN	NAG-NGEN	0.0036436878	0.0032758447	0.0024828617	0.9831069	0.001878319	0.0056122066
99	CAG-NGEN	CAG-NGEN	0.07266844	0.07574007	0.018483216	0.061880063	0.06555105	0.7056771
100	NAG-NGEN	NAG-NGEN	0.003106115	0.0022478872	0.0026649567	0.98277885	0.0020012152	0.0072008064
101	CAG-NGEN	CAG-NGEN	0.14364177	0.23404305	0.011629666	0.058867782	0.0379458	0.5138719
102	OAG-NGEN	OAG-GEN	0.52424383	0.26904297	0.012929895	0.0110940365	0.04181364	0.14087537
103	CAG-NGEN	NAG-NGEN	0.019328583	0.025118308	0.008933423	0.5617533	0.018031852	0.36683473
104	OAG-GEN	OAG-NGEN	0.3644376	0.36615148	0.0106306095	0.025186682	0.030788649	0.20280503
105	NAG-NGEN	NAG-NGEN	0.0033068566	0.0023942285	0.002578955	0.9844129	0.0017211202	0.0055858637
106	NAG-NGEN	NAG-NGEN	0.0022717617	0.0020875705	0.0019973922	0.9837475	0.0016836998	0.008212086
107	NAG-NGEN	NAG-NGEN	0.0023079438	0.0022104974	0.002346614	0.98630404	0.0015999365	0.005230955
108	NAG-NGEN	NAG-NGEN	0.0029891904	0.0029811196	0.002237515	0.9698398	0.0020968735	0.019855702
109	NAG-NGEN	NAG-NGEN	0.0042727455	0.0038375284	0.0020069662	0.9719305	0.0020051124	0.015947206
110	CAG-NGEN	CAG-NGEN	0.072852775	0.07896656	0.013457118	0.09198352	0.048311632	0.6944284
111	NAG-NGEN	NAG-NGEN	0.0027236387	0.0021159088	0.0024717837	0.9855744	0.0016527694	0.0054612905
112	CAG-NGEN	CAG-NGEN	0.08981023	0.09778635	0.011959002	0.09195155	0.047389288	0.66110367
113	NAG-NGEN	NAG-NGEN	0.002318836	0.0020467257	0.0022367225	0.98583525	0.0015773438	0.005985232
114	OAG-GEN	OAG-GEN	0.8990671	0.034708027	0.020441908	0.010721851	0.02228344	0.012777685
115	NAG-NGEN	NAG-NGEN	0.002541008	0.0021149607	0.0024964726	0.98511815	0.0017030261	0.0060261833
116	NAG-NGEN	NAG-NGEN	0.0020408307	0.0021158967	0.0019345492	0.98439646	0.0016412326	0.007870861
117	NAG-NGEN	NAG-NGEN	0.0031507849	0.0028907768	0.0018048033	0.9816314	0.0015787358	0.008943576
118	OAG-NGEN	OAG-GEN	0.633807	0.2643981	0.019132806	0.008996193	0.030709319	0.042956665
119	NAG-NGEN	NAG-NGEN	0.00958735	0.025122158	0.0043493747	0.9343473	0.00407319	0.022520695
120	CAG-GEN	OAG-NGEN	0.17437619	0.3695598	0.1770438	0.08446777	0.123219155	0.07133326
121	NAG-NGEN	NAG-NGEN	0.0035452195	0.0039492436	0.002004857	0.963042	0.0022014186	0.02525701
122	NAG-NGEN	NAG-NGEN	0.002354372	0.0022285145	0.0023111156	0.98612344	0.0016602258	0.005322454
123	NAG-NGEN	NAG-NGEN	0.0048242486	0.004861045	0.0024308574	0.977955	0.001994459	0.007934397
124	NAG-NGEN	NAG-NGEN	0.002012937	0.0022520544	0.00194137	0.9805432	0.0017361607	0.0115142325
125	OAG-GEN	OAG-GEN	0.89356226	0.043901216	0.020987622	0.009927971	0.020276397	0.011344735
126	NAG-NGEN	NAG-NGEN	0.0022463626	0.0020682525	0.00211734	0.9858691	0.0015286828	0.006170364
127	NAG-NGEN	NAG-NGEN	0.0028168417	0.0021640803	0.0023397557	0.98557156	0.0015632355	0.005544739
128	NAG-NGEN	NAG-NGEN	0.0024023126	0.0022524516	0.0019338999	0.9802258	0.0016878959	0.011497542
129	NAG-NGEN	NAG-NGEN	0.0025906812	0.0020512913	0.002018402	0.984927	0.0016732727	0.0067393994
130	NAG-NGEN	NAG-NGEN	0.0030726558	0.002252833	0.0022970394	0.98530376	0.0015667055	0.0055070356
131	OAG-GEN	OAG-GEN	0.9060291	0.03311797	0.018265245	0.008845861	0.021472434	0.012269187
132	OAG-GEN	OAG-GEN	0.7438348	0.15099017	0.016063211	0.006245513	0.034881916	0.047984436
133	OAG-NGEN	OAG-GEN	0.5769245	0.3129924	0.017447354	0.01961352	0.027506951	0.045515217
134	CAG-NGEN	CAG-NGEN	0.07303042	0.06344843	0.017109353	0.09192727	0.06434649	0.69013816
135	CAG-NGEN	CAG-NGEN	0.10562727	0.083132885	0.013158303	0.084671415	0.04758285	0.66582716
136	NAG-NGEN	NAG-NGEN	0.0033263832	0.0036483507	0.002197905	0.95596915	0.0026792106	0.032179154
137	OAG-GEN	OAG-GEN	0.43538177	0.19249262	0.016196802	0.01175153	0.07009357	0.27408364
138	OAG-NGEN	OAG-GEN	0.4546384	0.43767542	0.02366238	0.010855015	0.034727164	0.038441777
139	NAG-NGEN	NAG-NGEN	0.0024060407	0.002044221	0.0019454613	0.98447764	0.0016500582	0.0074766865
140	NAG-NGEN	NAG-NGEN	0.0028542331	0.002049246	0.0024745113	0.9843016	0.0018482436	0.0064721373
141	NAG-NGEN	NAG-NGEN	0.0022873215	0.0019502549	0.0020299207	0.9857478	0.0015804878	0.0064043375
142	CAG-NGEN	CAG-NGEN	0.07007001	0.07332823	0.014990518	0.08748273	0.051471267	0.70265716
143	NAG-NGEN	NAG-NGEN	0.0026270053	0.0020521905	0.002285527	0.9848143	0.0017205441	0.0065003135
144	CAG-NGEN	NAG-NGEN	0.012602136	0.021329211	0.007461927	0.6772862	0.011948166	0.26937228
145	NAG-NGEN	NAG-NGEN	0.002165701	0.001965742	0.0022432797	0.98566043	0.0016704585	0.0062943054
146	OAG-GEN	OAG-GEN	0.60900444	0.31730312	0.015073744	0.013298778	0.015050826	0.03026909
147	NAG-NGEN	NAG-NGEN	0.0023573197	0.0025792648	0.0020032153	0.9851346	0.0014719303	0.006453647
148	CAG-GEN	CAG-NGEN	0.11175961	0.081776306	0.018627245	0.05908363	0.07971796	0.64903533
149	NAG-NGEN	NAG-NGEN	0.003165294	0.0034489962	0.0026818716	0.9638267	0.002565303	0.024312053
150	NAG-NGEN	NAG-NGEN	0.0031346632	0.003984502	0.0019341323	0.97800064	0.001772827	0.011173384
151	NAG-NGEN	NAG-NGEN	0.0028564022	0.0021795842	0.0024090507	0.9850552	0.0016883563	0.0058114016
152	CAG-NGEN	NAG-NGEN	0.019792033	0.06347215	0.0075507895	0.61385953	0.012622066	0.28270355
153	CAG-NGEN	CAG-NGEN	0.043745622	0.060925756	0.011298206	0.20141369	0.03585822	0.64675856
154	CAG-NGEN	OAG-GEN	0.5526439	0.17354925	0.019575799	0.007841765	0.061124194	0.18526511
155	CAG-NGEN	CAG-NGEN	0.051813874	0.075188704	0.0093240915	0.33944288	0.023247646	0.50098264
156	NAG-NGEN	NAG-NGEN	0.0026596275	0.0021042484	0.0023240997	0.98508716	0.0017336442	0.006091444
157	NAG-NGEN	NAG-NGEN	0.0027153215	0.0024157006	0.00235078	0.981352	0.0018608344	0.009305219
158	CAG-NGEN	OAG-GEN	0.46052417	0.33830157	0.025583645	0.0131918825	0.06368464	0.09871406
159	NAG-NGEN	NAG-NGEN	0.002590307	0.0021917918	0.0022921432	0.9842974	0.0016710894	0.0069572376
160	NAG-NGEN	NAG-NGEN	0.0038459275	0.004403545	0.0020856592	0.97725666	0.0018419249	0.010566406
161	CAG-NGEN	CAG-NGEN	0.11515394	0.09044255	0.015875356	0.052642614	0.07162903	0.65425646
162	OAG-NGEN	OAG-GEN	0.40892777	0.4069678	0.016427767	0.022685202	0.033124223	0.111867204
163	CAG-NGEN	CAG-NGEN	0.089731	0.076395065	0.011801237	0.13197158	0.039411247	0.6506898
164	NAG-GEN	NAG-NGEN	0.017370492	0.026607964	0.0066605527	0.63989574	0.012436255	0.29702887
165	NAG-NGEN	NAG-NGEN	0.0030062103	0.0021568628	0.0024910371	0.98431337	0.0017894718	0.0062428988
166	OAG-GEN	OAG-NGEN	0.1957779	0.5048714	0.07746661	0.09902786	0.062239684	0.060616445
167	CAG-NGEN	CAG-NGEN	0.03877848	0.10206027	0.009603644	0.2854814	0.021352723	0.54272366
168	NAG-NGEN	NAG-NGEN	0.027132021	0.030675197	0.008479988	0.7075309	0.012442743	0.21373919
169	OAG-GEN	CAG-NGEN	0.28908128	0.2668433	0.014402306	0.02085326	0.05056441	0.3582554
170	NAG-NGEN	NAG-NGEN	0.0049897274	0.004199845	0.0026949102	0.9781471	0.0020693515	0.007899064
171	NAG-NGEN	NAG-NGEN	0.0093848845	0.014043717	0.005096372	0.8657554	0.0062962235	0.09942357
172	CAG-NGEN	CAG-NGEN	0.036094587	0.07497738	0.012327395	0.17378663	0.033645555	0.66916835
173	CAG-NGEN	CAG-NGEN	0.059681255	0.23922531	0.0112362215	0.1465277	0.026074799	0.51725477
174	NAG-NGEN	NAG-NGEN	0.01716871	0.021681996	0.006018235	0.67775565	0.011771165	0.26560426
175	CAG-NGEN	CAG-NGEN	0.033086255	0.035558384	0.00967318	0.4061962	0.024906702	0.49057913
176	OAG-NGEN	CAG-NGEN	0.07862438	0.24069582	0.012516241	0.07181991	0.035328552	0.56101495
177	NAG-NGEN	NAG-NGEN	0.0023213152	0.0023731047	0.00220765	0.98321193	0.0016989924	0.008186809
178	OAG-GEN	OAG-GEN	0.91340846	0.031942394	0.017894762	0.0061549367	0.020518139	0.0100813145
179	OAG-NGEN	OAG-GEN	0.6846909	0.19874157	0.015586431	0.019685337	0.029705608	0.051590096
180	OAG-NGEN	OAG-GEN	0.7205908	0.19815256	0.018756406	0.00757498	0.027637828	0.02728736
181	NAG-NGEN	NAG-NGEN	0.0021489048	0.0021200282	0.001955092	0.9850712	0.0015702692	0.0071342667
182	NAG-NGEN	NAG-NGEN	0.0024808545	0.0020913566	0.0024143937	0.98501015	0.0017952425	0.0062081018
183	NAG-NGEN	CAG-NGEN	0.28880963	0.20619863	0.013557432	0.054630946	0.046369955	0.3904335
184	NAG-NGEN	NAG-NGEN	0.002518183	0.0021719174	0.001920976	0.9839093	0.0016702713	0.0078094346
185	NAG-NGEN	NAG-NGEN	0.0025909457	0.002629019	0.00236519	0.9843486	0.001740754	0.0063256603
186	NAG-NGEN	NAG-NGEN	0.0027132144	0.002721428	0.0020842473	0.9838774	0.0015013932	0.0071022385
187	OAG-NGEN	CAG-NGEN	0.062962025	0.07206555	0.013442726	0.10033173	0.054751206	0.6964467
188	NAG-NGEN	NAG-NGEN	0.0063307113	0.007945673	0.0033438352	0.8968367	0.0045075077	0.08103566
189	NAG-NGEN	NAG-NGEN	0.0022211277	0.0020744286	0.0022469999	0.98386806	0.0017805602	0.00780869
190	NAG-NGEN	NAG-NGEN	0.0024581116	0.002045949	0.0023568678	0.9849787	0.0017623875	0.006398031
191	NAG-NGEN	NAG-NGEN	0.0035768317	0.0032939063	0.0016729647	0.97588855	0.0016282368	0.0139392195
192	NAG-NGEN	NAG-NGEN	0.0025913164	0.0021087825	0.002630175	0.9845223	0.0018685665	0.0062788045
193	OAG-GEN	OAG-GEN	0.90710247	0.03507085	0.017794814	0.0073863817	0.020811936	0.011833667
194	NAG-NGEN	NAG-NGEN	0.0025183333	0.0023864778	0.0022328363	0.9856064	0.0015581734	0.0056978227
195	OAG-GEN	OAG-GEN	0.40246114	0.24831422	0.01930151	0.17152949	0.027412426	0.1309813
196	OAG-GEN	CAG-NGEN	0.18237098	0.13836096	0.014399367	0.042640578	0.06203021	0.56019795
197	NAG-NGEN	NAG-NGEN	0.0026818027	0.0038076718	0.0027423028	0.9648756	0.0025893673	0.023303112
198	NAG-NGEN	NAG-NGEN	0.002679632	0.0021273873	0.0024531118	0.984858	0.001770422	0.006111487
199	CAG-NGEN	CAG-NGEN	0.093198024	0.21797211	0.01275914	0.06684715	0.04038987	0.56883377
200	NAG-NGEN	NAG-NGEN	0.0023340883	0.002028419	0.0018038054	0.98486453	0.0015652367	0.007403738
201	NAG-NGEN	NAG-NGEN	0.0021662205	0.0022517482	0.002028601	0.9811325	0.0017539919	0.010666736
202	OAG-NGEN	OAG-NGEN	0.293414	0.5944066	0.024226682	0.020621097	0.027844707	0.03948694
203	OAG-NGEN	OAG-NGEN	0.26904213	0.35935226	0.0173871	0.1408874	0.03291297	0.18041804
204	CAG-NGEN	CAG-NGEN	0.04751959	0.061007258	0.013258716	0.11923105	0.042973075	0.71601033
205	NAG-NGEN	NAG-NGEN	0.0022430723	0.0021297908	0.0019568696	0.98538923	0.0016432294	0.006637652
206	CAG-NGEN	NAG-NGEN	0.022174694	0.03139058	0.009350659	0.50551	0.01934706	0.412227
207	NAG-NGEN	NAG-NGEN	0.0041157696	0.0030446881	0.0027965659	0.98296815	0.0018839871	0.0051907003
208	CAG-NGEN	CAG-NGEN	0.06723644	0.08455445	0.014116119	0.097633906	0.050796162	0.6856629
209	OAG-GEN	OAG-GEN	0.47090688	0.20806724	0.017218532	0.010221749	0.059230328	0.23435526
210	OAG-GEN	OAG-GEN	0.909436	0.028916446	0.01976948	0.008708603	0.02166516	0.01150442
211	NAG-NGEN	NAG-NGEN	0.0027337708	0.0038703145	0.0020368805	0.9737489	0.001956392	0.01565383
212	NAG-NGEN	NAG-NGEN	0.0020692775	0.0023978516	0.0021279615	0.9793078	0.0018953775	0.01220144
213	OAG-NGEN	OAG-NGEN	0.4080326	0.49894172	0.019809032	0.010845977	0.0287246	0.033646174
214	OAG-NGEN	CAG-NGEN	0.1382404	0.21409635	0.014133422	0.028091185	0.054719888	0.55071884
215	NAG-NGEN	NAG-NGEN	0.0025215752	0.002979785	0.0021688438	0.97249	0.0021066158	0.017733056
216	CAG-NGEN	CAG-NGEN	0.085304484	0.11223108	0.015766904	0.053252317	0.060508713	0.6729366
217	NAG-NGEN	NAG-NGEN	0.0028183397	0.0031244173	0.0026650608	0.9835533	0.0018389822	0.006000008
218	NAG-NGEN	NAG-NGEN	0.0063416576	0.0070068007	0.002238437	0.9647201	0.002446542	0.017246397
219	NAG-NGEN	NAG-NGEN	0.004855747	0.003221965	0.0027727264	0.9821328	0.0018566457	0.0051599517
220	NAG-NGEN	NAG-NGEN	0.003038953	0.0032085178	0.0018293285	0.9751773	0.0017752862	0.014970745
221	NAG-NGEN	NAG-NGEN	0.0029743763	0.0035947387	0.0019140872	0.9759211	0.0016022872	0.0139933685
222	OAG-GEN	OAG-GEN	0.5379437	0.31885043	0.012289791	0.03330714	0.020656152	0.07695284
223	OAG-NGEN	CAG-NGEN	0.09937978	0.12796356	0.012587446	0.21184859	0.03538556	0.512835
224	OAG-GEN	OAG-GEN	0.85634005	0.092816375	0.013981016	0.0052179606	0.018891318	0.01275344
225	NAG-NGEN	NAG-NGEN	0.0029912435	0.0024243854	0.0026631097	0.9848678	0.0017859061	0.0052675894
226	NAG-NGEN	NAG-NGEN	0.0046678516	0.0045079333	0.0022017576	0.97265005	0.0024331235	0.013539634
227	OAG-NGEN	OAG-NGEN	0.1869112	0.4942892	0.02235263	0.13984604	0.032314643	0.12428628
228	NAG-NGEN	NAG-NGEN	0.0020129313	0.0020539437	0.002039067	0.98486876	0.0016631845	0.0073621576
229	CAG-NGEN	NAG-NGEN	0.03178566	0.03926969	0.013170563	0.48401675	0.02567954	0.4060779
230	OAG-GEN	OAG-GEN	0.8552077	0.09613343	0.0144749	0.005977243	0.017062312	0.011144481
231	NAG-NGEN	NAG-NGEN	0.006643079	0.0058840164	0.002422302	0.93364024	0.0034380099	0.04797245
232	NAG-NGEN	NAG-NGEN	0.0021851538	0.0023591719	0.0020479537	0.97976786	0.0018697903	0.0117703
233	NAG-NGEN	NAG-NGEN	0.0021486415	0.002093221	0.0023312785	0.98382676	0.0018779875	0.0077218646
234	OAG-GEN	OAG-NGEN	0.35215536	0.4066798	0.05450341	0.037616104	0.0742605	0.07478476
235	OAG-GEN	OAG-GEN	0.3419385	0.2492004	0.015592497	0.012914017	0.064553365	0.31580108
236	NAG-NGEN	NAG-NGEN	0.0024719522	0.002356206	0.0018454142	0.9846922	0.0015074692	0.0071265996
237	OAG-GEN	OAG-NGEN	0.16750853	0.6879209	0.026235316	0.035048008	0.02875732	0.054530002
238	NAG-NGEN	NAG-NGEN	0.002681992	0.00218486	0.002580778	0.98340887	0.0019777173	0.0071658413
239	CAG-NGEN	OAG-NGEN	0.1400201	0.5040031	0.017789098	0.1451019	0.022009118	0.17107667
