48,NGEN,a,अरुंधति का कोई विचार ही नही है तो विचारों की लड़ाई क्या खाक लड़ेगी ।उसका केवल एक ही विचार है भारत वीरोध ।इससे अस्पष्ट मेरे पास कोई शब्द नही ।
49,NGEN,a,Hindu Muslim dange sirf politics se bhadakte hai..otherwise log peaceful hai
50,NGEN,a,nice video realety hai bai
51,GEN,a,"Yeh pagal aurat hai.... Dnt listen to her ....isk e jaise aur bhi ghum rage hai, jaha dikhe juta khol kar maro"
52,NGEN,a,Maine bhi 🙋.Pata nahi movie ne 280 crore kaise kama li.
53,NGEN,a,ye short movie bkvas...hai...is sabke..thot..kharab aaye gay LGBT..ke bare..me koi aesa to nai kare ga Or.. jo..Gay.ho..te..ho vo..ae gunday..nai hote. Decent Or innacent...hote..koi..aesi.short film..banavo..jise..sabke..vichar achhhe aaye aese.gande vichar vali mat banvo.plz...😞😞🙏🙏🙏
54,NGEN,a,Feminists chutiya h movie bahot kamal h bhai ji you are right
55,NGEN,a,Pura sahi keh rhe ho ap
56,NGEN,a,Gay hind
57,NGEN,a,@Mayank Tyagi yeah
58,NGEN,a,Feminist or Liberals ki maaki saale kabhi ek achi or good content ki movie se kush nahi honge
59,NGEN,a,Realese ke pahle hi review matlab producer ne special screening me film dikhayi hai. To ab free le popcorn aur samose ke bad burai thodi karega. Review relese ke bad walon ka dekhna.
60,NGEN,a,Bhai men sutra channey ku band hua?
61,NGEN,a,Kisi bhi movie ka vastabik review aap se behetar kohi karhinahisakta. Aap ko movie review ka oscar milna chahiye. Thanks a lot
62,NGEN,a,Section 375 and Pailwan dono mast movies hai..
63,NGEN,a,Ladke ki glti bhi h ki use ladki ka miss use nhi krna chiye..uske talent ko dekh kr aage bdana chiye na ki miss use krke or ladki ne..ladke ko ek trh se glt mukdme pr fasaya h
64,NGEN,a,[4:20](https://www.youtube.com/watch?v=ZzsAuDkXq1M&t=4m20s) aunty ji...kuch fight Ni krni pdti...grow up
65,NGEN,a,Ranga billa...Arnabh
66,NGEN,a,bhai adhe se zyada story plot to phle hi bta deta.. dekhne ka mun ni krta fr
67,NGEN,a,Jab koi larki galti kare toh news channel me uska sehra blur kar diya jata he or Jab ek larka galti kare toh uske sehre par zoom mar mar kar dikhaya jata he yeh kahe ka equality
68,GEN,a,"@Aakash kale Ar woh chinal Sucharita, Captain Marvel movie movie mein yus bitch Brie Larson ko sar pe utha liya tha apne review mein."
69,NGEN,a,Shahid kapoor ke bade bhai lagaoge aap(movie me )
70,NGEN,a,Gadar video ...Bahut hasi aa rahi hai
71,NGEN,a,Pura movie bata diye app
72,NGEN,a,bhai help plzz .... ma akelepan ki wajah se hard work nahi kar raha... ma na english seekh pa raha.. dar lag raha ke friends na honey ki wajah se ma zindagi me kuch bhi nahi kar paongah
73,NGEN,a,Ranga or billa do zalim tha.
74,NGEN,a,Maine abhi tak kabir singh movie nhinnn dekhi hain 👍😂😂😂
75,NGEN,a,Har cheez ko mudda kaise bnaya jata hai pratik se seekho
76,NGEN,a,ravis ji ab bhul jaao ab ladki esi nhi hai
77,NGEN,a,Suchitra Tyagi ko bohot problem hai is movie se
78,NGEN,a,The Great Alexandra ne apni army me Gay ko Jayda rakha aur dunya pa Raj kia tha...
79,NGEN,a,Mere bhai k saath v galat ho raha hai
80,NGEN,a,@Feminism Is CANCER Ekdam Sahi bola Bhai.
81,NGEN,a,Ye apki ego ka issue mardo ka nhi.
82,NGEN,a,thoda physically unfit hone pe nikal dete hai army mai....
83,NGEN,a,auto wale bhayya best 😗😗😗
84,NGEN,a,"Arey beta chutiya, Tu idhar bhi aagaya apna regressive stigma leke."
85,NGEN,a,Yah mail hai ya female hai..
86,GEN,a,You konsa chudappa hai
87,NGEN,a,Ummmmmm...... Agr kisi m potential h desh ki sewa krne ki to ese uski personal life se desh ki sewa connect krna thk ni h kuki desh se pyar to desh se pyar hi hota h uske liye koi b mar mitne ko tyar ho skta h..... Koi b desh ki raksha krne k lye ye ni sochega k wo gay ya kuch b h to desh ki raksha ku kre.... is desh m rehta h wo uske b kuch duties h
88,GEN,a,Feminism ki maa chod dee 🤣🤣
89,NGEN,a,Ekdum sahi yr
90,NGEN,a,May v apki batose agree karta hu.. asi film oo se hum sabko sikhna chaiye k kaha galatiya nahi karna.. so thanku so much sir ashi hi acchi.. Videos ki apeksha karti hu
91,NGEN,a,Bakhwas baat hain khas Thor par smaglikta ke to or pe
92,NGEN,a,Bhai libreals se kya masla hai ..atankwadiyoon ki list mein nathuraam ka naam kyu nahi liya..HYPOCRISY ki bhi seema hoti hai
93,NGEN,a,Sai kha
94,NGEN,a,India ka nvyuvk isi 498me brbad ho rha hai
95,NGEN,a,Bhai apka review dekhne ke baad maine Faminest ke sabse bade kathit thekedar Lallantop ka review dekha kasam se aisa laga ki hathi ko dekh kar kutte bhaok rahe hai
96,NGEN,a,Bhai tu samil hoja rss mai ya bjp mai.. oh sry dono ek hi hai
97,NGEN,a,mujrim tum nahi mujrim hamara savidhaan hai hamare desh ka sistem hai
98,NGEN,a,Kya banda hai ye
99,NGEN,a,@PUSHKAR DHAKAR DHAKAR LUCKY galti tumhari nahi hai kyon ke tum padhelikhe andh bhakt ho
100,NGEN,a,Sahi he bhai Bhot hard
101,NGEN,a,Agr tujhe Kabir Singh ka message smjh nahi aaya.....toh Joker khaa se smjh aa gayi...... Doctor m bhi hn....isse jaada bkchodi krte h hm😂
102,NGEN,a,"@Eminem Vevo typical Indian mindset, jab kuch bolne ko nahi hai toh gaali galoch, tu zeher khaa le saale dharti ke bhoj anpadh gawar maa baap ki anpadh gawar low class aulaad !! Bhak loser"
103,NGEN,a,<https://youtu.be/Etb1qmvEhBQ> ha to aap iss mahan stree ke review ki baat kr rahe the galti se iska review dekh liya abhi tk sar dard kr raha hai mera🤣🤣🤣🤣
104,GEN,a,"@Prabhat kumar chal aaja phir. 45th lane, 3rd main, Andheri, Nayi dilli. Apna baap ke aulaad h toh aaja."
105,NGEN,a,Ranu di jio
106,NGEN,a,..swetabh bhai ka yai to mast lgta h way of presentation 😂
107,NGEN,a,@Manish goplani apko uss movie me pasand kya aaya?
108,NGEN,a,movie Dekha nhi par .. chaliye kuch sikhne ko to milega
109,NGEN,a,Shewtaab bhai Review on movie joker 🃏 plssss
110,NGEN,a,"@Mr.Jonswat haan sahi kaha gay hain but Top jo tum jaiso ki border par Bot martey hain. Ab Top or Bot ka matlab mat puchiyo ganwaar. India tmhare desh se bahut aagey hai samjhe, yaad rakhna."
111,NGEN,a,Kabir s movie 6/10 hai
112,NGEN,a,Swara jo karti hai. Wahi wo har ladki se karwana chahti hai....ungli karne wali ko sachcha payar kahan se achcha lagega.
113,NGEN,a,**Kabir Singh movie bilkul bhi** **practical life se related nhi hai**
114,GEN,a,@Nareshkumar Ravanaboina teri ma ka bhosda
115,NGEN,a,Bhai stranger Things ka full review kar do plz
116,NGEN,a,Lust stories etc sexual movie nahi dekhta or iski jagah porn dekhta hu lo Karlo judge 😑
117,NGEN,a,Her kisi ke apni life hae
118,NGEN,a,Khatam Matlab khatam 😆😆😆 uncle ko khatam hona mangta h apun
119,NGEN,a,Kabir singh chutiya movie h
120,GEN,a,Tujhe aurat ne hi janm diya he naa??
121,NGEN,a,"Bengali movie Durgeshgorer Guptodhon ki movie review do... ""Guptodhoner Sondhane"" is available on Prime Video.... Movie review do iska"
122,NGEN,a,Bohot accha bola vai....[#loveyoubro](http://www.youtube.com/results?search_query=%23loveyoubro)
123,NGEN,a,Aise hi hai
124,NGEN,a,Yeh bhaijaan jo bol rha hai sahi hai.. Par ek doubt hai agar koi Bollywood Ka koi director ya producer isko role offer kiya toh yeh kbhi naa nhi kahega🤣🤣🤣
125,GEN,a,Behen chod ranu mondol
126,NGEN,a,@Rewati Raman Kumar normal movie review bhi tho karr sakta
127,NGEN,a,@Ali Khan MUJHE TOH REPLY DEDO
128,NGEN,a,**Toxic relationship** dekhna hai toh Nana Patekar ki movie dekho **Agni Sakshi**
129,NGEN,a,Kesari Andhadhun Bhadhai Ho Batla House
130,NGEN,a,Lallantop v bik gaya Kya🤔?
131,GEN,a,Bhak madarchod
132,GEN,a,Yen feminist ko ek line mey khada karke goli marney chahiye...
133,NGEN,a,Nikal lawdi
134,NGEN,a,Hypocrisy ki bhi seema tod di librandus ne or feminist ne
135,NGEN,a,"जहाँ हर रोज rape करने वाले बैठे हो, जो कि जिस्म के भूखे है, क्या मेरे ऐसे देश मे भी Homosexual लोग हो सकते हैं, अजब गजब कथा सुनने में आता है, दिमाग confused हो जाता है🤔🤔🤔"
136,NGEN,a,Kisi ne comment m kaha tha movie review dekhne aaya tha liberals aur feminist kya h kisa h sunne nhi.... 😒
137,GEN,a,खाजदीप और रण्डी अंदाती राय दोनों की मां चुदेगी याद रखना कितनी बार इनके गाल पीट दिए पर बेशर्म है। लंद जीतेगी विचार से तो पाक की रखैल है भोसडीके
138,NGEN,a,Gaaandu uneducated Indian fool.
139,NGEN,a,Bhai issi tarah lage raho i supported you
140,NGEN,a,Bhai akdam sahi kaha ✌😂
141,NGEN,a,Kya yaar sir apne bohot kharab Kiya Spoiler kyu de diya yaaar😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
142,NGEN,a,Bina feminist aur liberal kahe koi review de sakta hai Kya? Shame on you?
143,NGEN,a,Jai sree ram pratik bhaii.. 🙏
144,NGEN,a,Film hai to chalta hai.... Lekin kisi class mein jaa kar ye bolna ki white dress wali bandi jiska naam mujhe nahi pataa wo meri bandi hai... Ye bilkul v realistic nahi tha....
145,NGEN,a,@Sadanand Kamble Bhai mujhe bhi bahut sukun milta hai.
146,GEN,a,totally chudap movie thi kitno ki leli
147,NGEN,a,Kuch jawab do brother ya jawab nahi hai.??
148,GEN,a,भगत सिंह leftest नही थे। Leftist जान नहीं देता। उसका काम सिर्फ़ आग लगाना है। Leftestest धारा के उल्टे चलते हैं। विचारों में वे ना मर्द होते हैं ना औरतें। ये लोग third gender होते हैं। मौका देख कर के पाला बदलते हैं।
149,NGEN,a,Pratik bhai aapne bahut hi achhe tarike se explain kiya hai sab kuch but inko problem iss movie se nahi hai inki problem iss movie ke hit hone se hai.
150,NGEN,a,Thode chote video bnaya karo prateek Sir..
151,NGEN,a,Aapse dosti hogi
152,NGEN,a,"@Karun Das jab grand masti, happy new year, race3, veere di wedding, judwaa2 jese 3rd grade movies 200 crore se jyada kama sakti hai, to phir yeh kabir singh to kuch bhi nhi. Achha hua War movie aake inn sab chutiya movies ko bahut peeche kar diya."
153,NGEN,a,Kya review hai sir mann gaye Ek baat jo real life se releate karti hai ki agar ladka true love kare ladki chood de kisi aur k liye toh log sahi samjhte hai but yahi ulta ho jaye toh log aisa galat khetay hai ladke ko pucho mat agar ladka same stage pay galat hai ladki kyu nahi aur agar ladki sahi hai ladka kaise galat hua
154,NGEN,a,"Nahin yaar yeh indian gandu army hai , it should be the number one gandu army in the world."
155,NGEN,a,@AH k glti tumhari bhi nhi h Janm jaat se chamche ho Or yha par Congress ki chamchgiri and udhar Pakistanio ki chamchgiri karni h bus
156,NGEN,a,Me apke sath hu bhai g
157,NGEN,a,Bhai Tum anime dekho uski story dekho
158,NGEN,a,गुटखा कहा कर बतिया रहे हो का एंकर गुरु?
159,NGEN,a,@nripen rajbongshi kiya karoge
160,NGEN,a,topi wala kotar bala
161,NGEN,a,starting mae he pata lag gya ke yae kya review degi ...feminaze review 😂
162,NGEN,a,[3:57](https://www.youtube.com/watch?v=ZzsAuDkXq1M&t=3m57s) bewakuf to ye admi h sala
163,NGEN,a,ये राजदीप सरदेसाई भी छुपा हुआ संधी है लेकिन सौरव थोडे seclar लगते है
164,GEN,a,Film me dikhaya he college me bandi patao aur 5 saal thukai karo....
165,NGEN,a,Achhi thi bhai
166,GEN,a,@Rishita Pandey : toh tum ek kutte Ki bacchi Ho?
167,NGEN,a,India me right wing parties par logo ki bohot andhbhakti hai isliye chutiya janta ne article 15(one of the best movie acc. To me) usko bhi criticize kiya
168,NGEN,a,Or ldki ldke ko thappad mare to bo shi h tumhare hisaab se
169,GEN,a,"इन बॉलीवूड वालोको एक बात पुचणी हे ,,, पिक्चर हिंदी मे बनाते हो या इंग्लिश मे,, अरे इस पिक्चर मे अधे से ज्यादा इंग्लिश ही हे ,,benchot हमे नाही आती भाई ,, हिंदी बोलो बोलो हिंदी मदारचोत 375 बहोत आचि पिचर हे लेकींन भाषा ,,केइसे समझें ,, मिशन मंगल ,,, और एक क्या यार क्या चल राहा हे ,,, हम गाओ मे रेहेते हे ,, रांड के बच्चे नाही समज आती इंग्लिश bhenchot,, इतनी ही खाज हे तो अमेरिका मे या ब्रीटेन मे करो मदारचोत सालो तुम्हारी माकी चूत,, याच्या वर पण कर रेव्हव बघ जरा कायतरी"
170,NGEN,a,Jazib Ali 😂😂😂
171,NGEN,a,उच्च न्यायपालिका ने भले ही homosexuals को हमारे देश मे पनाह दी है पर जब तक हमारा समाज ईसे जड़ से स्वीकार नही कर लेता तब तक हम किसी तरह की बदलाव की उम्मीद नही कर सक्त: |
172,NGEN,a,"@Aggressive Squad wo toh thik hain ,,lekin tu movie review k Naam pe haar video main atankbadi , political charcha Kyun karta hain???..aagar polytics le kar discuss krna hain toh alag chanel banake waha PE yeah sab discuss kar.......har baat review soch ke jab video dekhne jaata hoon toh wahi atankbad-india ka history ...yeah sab bol bol ke pakwa dete ho......dimak garam ho jata hain .....😡😡😡"
173,NGEN,a,"Garbage movie south india se aai hai(Arjun Reddy) . Bollywood walo ne pura pura copy kar liya aur paise banaye. Baki sab chutiye launde aajkal Kabir Khan ban rahe hai, aur laundiya sochti hai ladke uske peeche Kabir khan ki tarah bhagte rahenge."
174,NGEN,a,"Jo v physically mentally eligible h, deshbhagat h, army lover h, Desh ki seva karna chaahta h army join karkey, usko jaati, ling k Bina kisi bhedbhaav k chance milna chaahiye... Thanks"
175,NGEN,a,Aur in chijo ki kabhi badhawa na diya kro mere Bhai na hi to aane wali nasle barbad ho jaegi
176,NGEN,a,One should cure this type of mental disability not increase it by provocation.hawa diye ja rahe hain...kal 50 lakh ho jayenge....kyonki badhane se hi badhta hai...ajkal ye shauk bhi ho chala hai...!shaukiya gay lesbian ka game chal rha hai
177,NGEN,a,Thank God Bhai abhi Mai je skta hun..
178,GEN,a,Madarchod supreme court homsexuality allow karega reservation ka quota 100 % nahi badaega nahi ram mandir pe faisala karega
179,NGEN,a,Yellow shirt wale mera papa hota to mar dalta mai😠
180,NGEN,a,Bhakk teri ma ka...
181,NGEN,a,Bhai surab ji aaap ko namaskar aap ak baar pushpendra
182,NGEN,a,bhai ab coding p bhi video bana do
183,NGEN,a,@INDIAS TOP 5 bagirath jo ganga ko laye the vo do maa ke union se paida hue the.
184,NGEN,a,Same vii Two famous kar kya karega YouTube per
185,NGEN,a,Reflection... Light nahi thi isliye !
186,NGEN,a,Maine suna ki aap bole mai hu saitan.....
187,NGEN,a,"General shaab sahi hain.inh logo ne azaadhi ka gala fayda uthaya hain in he Saudi Arab,Dubai aur Malaysia ki tarah Kore padhne chaiye"
188,NGEN,a,"Rajdeep ke double standards... Arundhati ko criticuse karne se darta h, PM ko kuch bhi bol dega"
189,NGEN,a,Bhai mane to Kal hi Dekhi ha ye
190,NGEN,a,Bhai ekdum sahi review
191,NGEN,a,Bhai aap ki daddi right pe jyada left pe kaam he...
192,NGEN,a,Bhai sari ek no movie hai MASTERPIECE
193,GEN,a,@Silly Brawler sala bhosdi ke main feminist thodi na hoon jo chusunga wo kaam to feminist ka. Apna kaam dangh se kar. Aur chinta mat kar muh me nahi giraunga. Bas gand ka jhant saaf rakhna. Aah aaah aaaah aah aah aaah Aisa hi karta na tu jab tere gand me jaata. Tel laga ke rakhna jyada dard nahi hoga.
194,NGEN,a,_Kis kis ko JOKER ka movie review chaiye?_
195,GEN,a,Sab hindu kafir.gandu h...😁😁😂😂😝😝
196,GEN,a,Bahut hi sahi faisla hai hame hizdo ki fauj nahi chahiye 😂
197,NGEN,a,Pratik bhai...pink movie v apni jagah sahi hai...aisa to nahi hai na ki jo uss movie me dikhane ki koshish ki gayi hai...wo puri tarah galt hai...
198,NGEN,a,Thik bola hai bhai
199,NGEN,a,Do Chaar Murder hone k baad Hi Patta chalta hi ki Kaun Sachcha aur Jhootha Hi tab tak Aadmi bakasur Nahi Marna Jata hi yeah Bharat k anda Kanoon hey
200,NGEN,a,bhai abtak friendship nhi ki kya kisi stree ne😁
201,NGEN,a,Right bro mujhe destruct hone se bhai hi bachaya ek fraud ladki se
202,NGEN,a,Ye chasmis kutta hi he
203,NGEN,a,apne awqaat main aahigiya akher main
204,NGEN,a,Jis desh mein har minute ek ladki rape hoti h... Uss desh mein ye film bnana hi uchit nahi h. Chhi.
205,NGEN,a,Bhai me samaj raha hu kya chahata hai Hahahahaha
206,NGEN,a,Arundhati Roy apna naam change kar ke ranga billa rakkh kar ration card adhaar card passport visa etc banva sakti hain kyunki Yeh india hai yahan toh rohingya yaa baangladeshiyon ne isi tarah se apne documents banva liye hain kyaa farak padhta hai
207,NGEN,a,Jay siyaram
208,NGEN,a,Wo writer nahi naxalist hai
209,GEN,a,समलैंगिकता वास्तव में एक मानसिक विकार है। सेना में ये फालतू के नाटक नही होना चाहिए। पश्चिमी ढ़ोंग-ढकोसले-दिखावा हिन्दुस्तानियों को भी हिजड़ों में परिवर्तित कर रहा है।
210,GEN,a,"Dono madarchod mere comment ke upar reply de rahe hoo ,,,,, bap se Gund Marwa le tel lagake"
211,NGEN,a,Sex and love are two totally different things.. Sometimes I really feel bad for the boys and men's.. Hamesha ladka hi galat nei hota..
212,NGEN,a,@SHAYRI & WHATSAPP STATUS are bhai jo natural gay hota hai na o alag baat hai par jo achha khasa ladka ho ke v gay ho jate hai ye glt hai
213,NGEN,a,"TUJE dusro ki Success me problem kya he be??khud kuchh karke dekha na,,,yesa hi bhokte rahega kya ???kutte ke jesa ,,kutte jesa nhi tu to kutta hi he"
214,NGEN,a,Garib Bada ho sakta hai lekin vikari kabhi bhi Bada ho nahi sakta hai tu ek bhikhari tha hay rahega kyunki past bhul gaya
215,NGEN,a,"jitna maza movie dekh kar aaya , utna hi aap ka reviwe dekh kar"
216,NGEN,a,Han thappad khana sahi h sanaki se ... Konsa pyar jinme itni beizzati or violence ho uske gharwalo se kiti badtamizi se bat ki but tum log bas pesa leke review dene me lge ho faltu me defend kr re ho movie ko ..... Most overrated movie all time
217,NGEN,a,Sahi kahaa...
218,NGEN,a,Hindi me review karo
219,NGEN,a,Bhut hard
220,NGEN,a,Love you Swetabh 😘... Tere haar baat par reality hoti hai...
221,NGEN,a,aag laga re bhai apne community mein aaj to 3 vids a day aaj ka jumma(FRIDAY) ka chumma* shwetabh BHAI ki taraf se ....
222,GEN,a,@Achal Yadav .....and choot ke Baal hate Salman Khan 😂😂
223,NGEN,a,Relway station mein rehna chahti ranu vikhari. Vikharion ki bejjati
224,GEN,a,FAMINIST AUR LIBRALS KI AMMA KA BHOXDA
225,NGEN,a,Sahi bola
226,NGEN,a,Shahid Khan Gangs of Wasseypur wla h 🤣🤣
227,NGEN,a,ye. kaafiron. ka. kaam. hai
228,NGEN,a,"Maine 10 saal se ek bhi bollywood movie nhi dekhi, sirf Hollywood movie dekhta hu. Mai abhi 20 saal ka hu"
229,NGEN,a,झूठे केस लगाने वाली महिलाओं को सजा होनी चाहिए । कोर्ट मे जाकर पत्नी का वैवाहिक जीवन खराब हो जाता है । कोर्ट को चाहिए कि दाम्पत्य जीवन को बचाया जाय। जो गलती करे उसे सजा दो कानून का दुरुपयोग करने वालों के खिलाफ कानून बनाया जाय। विना अपराध किये गिरफ्तारी नहीं होनी चाहिए ।
230,GEN,a,Tu bc hawa ke rukh chla kar chutiye
231,NGEN,a,"Jo army wala/wali married h uski wife/husband ko problem ho gi Jo gher pr h Bcz army camp me sb kuch mil rha h Socho border pr 2 foji ""bunker"" me😂😂😂😂😂😂"
232,NGEN,a,bhai 2 ads dikh jaye to bhai ko support mil jayega ..isliye ads aye to aage se dekha kro
233,NGEN,a,Yarr main hamesha tumhare ball dekhta reheta hoon mast hai bhai.
234,GEN,a,Arundhati Roy ka pura naam to sahi se btao gandulog ..! Sry asabd ke liye .. Arundhati Jheny roy NDTV ke owner ki Cousin hai ab tm he samjh jao ... aage ka detail achhe se Google pe he pdh lo..!
235,GEN,a,"@Aditya Gupta sahi kaha desh mein jyada ajaadi gaalat fayda uthaya jha raja hain inn saro jho bike hain hain aur lgbt ko Kore padhne chaiye Dubai, Arab jaise ki tarah"
236,NGEN,a,yar timeliners tm logo ki is video me ek group me lady hulk baithi thi us se kch puchte zra
237,GEN,a,Aurat jaat is Kutiya jaat. Unfaithful jaat
238,NGEN,a,Sahi kare jagir bhai ne
239,NGEN,a,Kitna late hai Tu yr chutiye insaan
240,NGEN,a,Fuddu review
241,NGEN,a,Not a movie review ki baat ho rahi hai shayad
242,NGEN,a,Bakwaas band kar
243,NGEN,a,"Hmare sanatan mai , shadi bhi do aatmao ka milan hai , do souls ka , ye koi body ka contract nhi h like in islam or hmare yha talak shabd he nhi h hmare to 7 janmo ka rishta or shadi b swemvar hota tha ab kaliyug g cheeze badal gai hain , hume logo ko duniya ko sikhana tha aaj hum galat raah p chal pde h , ldkiya b abortion legal krana chahti h , live in m rhna h But bccha nhi chahie ye konsi andhi daud hai smjh nhi aata , or muslmano m contract bolte hai pr contract ka mtlb hota h mutual consent s haa kr mutual consent s he naa ek trf se nhi hota khtm or inke to 4 shadi allowed hain teen bar admi talak bola ho gya na ab uski koi zimmedari , or hmare to shadi tootne ka he koi pravadhan nhi h islam m he h sari negativity , gandgi inki quran pdh k he gnda feel hota h , kabila k sardar n ye duniya tabah krdi"
244,NGEN,a,ये critics के liy पहले ही दिखा दी जाती hai
245,NGEN,a,Aise logon ko jail ho
246,NGEN,a,Pehle bolna seekh
247,NGEN,a,Theek kiya ya 498a dhanda haa Loog sooch tay haa ladki ki saadi kardi Aab husband ko loot loo
248,NGEN,a,आखिर कब तक जनता उठाएगी निकम्मे कर्मचारियों का बोझ <https://youtu.be/iuui3ulICiY>
249,NGEN,a,Abe har bar ek hi bat karta hai...sirf review Kar na
